Category,Text Size [MB],Pattern Length,Alphabet Size,Time [ms],Speed [GB/s],Algorithm,Best Algo
englishTexts,8.0,64,114,4.01,1.9482543640897756,FAOSO4,
englishTexts,8.0,128,114,5.14,1.519941634241245,FAOSO4,
englishTexts,8.0,256,114,6.15,1.2703252032520325,FAOSO4,
englishTexts,8.0,8,114,11.8,0.6620762711864406,FS,
englishTexts,8.0,16,114,7.53,1.0375166002656042,FS,
englishTexts,8.0,32,114,6.39,1.2226134585289516,FS,
englishTexts,8.0,64,114,4.14,1.8870772946859904,FS,
englishTexts,8.0,128,114,4.12,1.89623786407767,FS,
englishTexts,8.0,256,114,3.11,2.512057877813505,FS,FS
englishTexts,8.0,8,114,5.47,1.4282449725776964,FSBNDM,FSBNDM
englishTexts,8.0,16,114,5.13,1.5229044834307994,FSBNDM,
englishTexts,8.0,32,114,3.01,2.595514950166113,FSBNDM,FSBNDM
englishTexts,8.0,64,114,3.76,2.077792553191489,FSBNDM,
englishTexts,8.0,128,114,3.44,2.271075581395349,FSBNDM,
englishTexts,8.0,256,114,4.38,1.7836757990867582,FSBNDM,
englishTexts,8.0,8,114,13.66,0.5719253294289898,HOR,
englishTexts,8.0,16,114,9.87,0.7915400202634246,HOR,
englishTexts,8.0,32,114,6.8,1.1488970588235294,HOR,
englishTexts,8.0,64,114,3.66,2.1345628415300544,HOR,HOR
englishTexts,8.0,128,114,2.75,2.840909090909091,HOR,HOR
englishTexts,8.0,256,114,4.13,1.8916464891041163,HOR,
englishTexts,8.0,8,114,15.89,0.49166142227816234,KR,
englishTexts,8.0,16,114,14.94,0.5229250334672021,KR,
englishTexts,8.0,32,114,15.64,0.4995204603580563,KR,
englishTexts,8.0,64,114,15.46,0.5053363518758085,KR,
englishTexts,8.0,128,114,15.02,0.5201398135818909,KR,
englishTexts,8.0,256,114,13.12,0.5954649390243902,KR,
englishTexts,8.0,8,114,16.06,0.4864570361145704,LBNDM,
englishTexts,8.0,16,114,8.58,0.9105477855477855,LBNDM,
englishTexts,8.0,32,114,5.6,1.3950892857142858,LBNDM,
englishTexts,8.0,64,114,4.04,1.9337871287128712,LBNDM,
englishTexts,8.0,128,114,3.77,2.0722811671087533,LBNDM,
englishTexts,8.0,256,114,3.27,2.38914373088685,LBNDM,
englishTexts,8.0,8,114,11.26,0.6938277087033748,RAITA,
englishTexts,8.0,16,114,6.55,1.1927480916030535,RAITA,
englishTexts,8.0,32,114,5.88,1.328656462585034,RAITA,
englishTexts,8.0,64,114,4.49,1.739977728285078,RAITA,
englishTexts,8.0,128,114,4.66,1.676502145922747,RAITA,
englishTexts,8.0,256,114,3.9,2.0032051282051286,RAITA,
englishTexts,8.0,8,114,10.87,0.7187212511499541,SO,
englishTexts,8.0,16,114,11.56,0.6758217993079584,SO,
englishTexts,8.0,32,114,10.9,0.7167431192660549,SO,
englishTexts,8.0,64,114,11.84,0.659839527027027,SO,
englishTexts,8.0,128,114,12.53,0.6235035913806863,SO,
englishTexts,8.0,256,114,11.48,0.6805313588850174,SO,
englishTexts,8.0,8,114,27.67,0.28234550054210333,TW,
englishTexts,8.0,16,114,29.58,0.26411426639621366,TW,
englishTexts,8.0,32,114,23.92,0.32660953177257523,TW,
englishTexts,8.0,64,114,25.0,0.3125,TW,
englishTexts,8.0,128,114,20.79,0.37578162578162577,TW,
englishTexts,8.0,256,114,17.6,0.4438920454545454,TW,
englishTexts,16.0,8,134,17.28,0.904224537037037,AOSO2,
englishTexts,16.0,16,134,16.13,0.9686918784872909,AOSO2,
englishTexts,16.0,32,134,20.47,0.7633121641426479,AOSO2,
englishTexts,16.0,64,134,20.06,0.778913260219342,AOSO2,
englishTexts,16.0,128,134,18.1,0.8632596685082873,AOSO2,
englishTexts,16.0,256,134,17.33,0.9016156953260244,AOSO2,
englishTexts,16.0,8,134,31.53,0.49555978433238185,BM,
englishTexts,16.0,16,134,20.96,0.7454675572519084,BM,
englishTexts,16.0,32,134,15.91,0.9820867379006913,BM,
englishTexts,16.0,64,134,13.61,1.148052902277737,BM,
englishTexts,16.0,128,134,9.38,1.665778251599147,BM,
englishTexts,16.0,256,134,9.25,1.6891891891891893,BM,
englishTexts,16.0,8,134,23.49,0.6651766709237974,BMH-SBNDM,
englishTexts,16.0,16,134,16.97,0.9207424867413083,BMH-SBNDM,
englishTexts,16.0,32,134,11.51,1.3575152041702867,BMH-SBNDM,
englishTexts,16.0,64,134,11.49,1.3598781549173193,BMH-SBNDM,
englishTexts,16.0,128,134,12.5,1.25,BMH-SBNDM,
englishTexts,16.0,256,134,12.06,1.2956053067993365,BMH-SBNDM,
englishTexts,16.0,8,134,27.43,0.5696317900109369,BNDM,
englishTexts,16.0,16,134,18.94,0.8249736008447729,BNDM,
englishTexts,16.0,32,134,12.92,1.2093653250773995,BNDM,
englishTexts,16.0,64,134,11.4,1.3706140350877192,BNDM,
englishTexts,16.0,128,134,12.8,1.220703125,BNDM,
englishTexts,16.0,256,134,11.8,1.3241525423728813,BNDM,
englishTexts,16.0,8,134,17.91,0.8724176437744277,FAOSO4,
englishTexts,16.0,16,134,8.98,1.739977728285078,FAOSO4,FAOSO4
englishTexts,16.0,32,134,11.37,1.3742304309586633,FAOSO4,
englishTexts,16.0,64,134,12.83,1.2178487918939984,FAOSO4,
englishTexts,16.0,128,134,11.13,1.403863432165319,FAOSO4,
englishTexts,16.0,256,134,10.32,1.5140503875968991,FAOSO4,
englishTexts,16.0,8,134,23.85,0.6551362683438154,FS,
englishTexts,16.0,16,134,17.76,0.8797860360360359,FS,
englishTexts,16.0,32,134,13.7,1.1405109489051095,FS,
englishTexts,16.0,64,134,10.19,1.5333660451422964,FS,
englishTexts,16.0,128,134,9.62,1.6242203742203742,FS,
englishTexts,16.0,256,134,11.6,1.3469827586206897,FS,
englishTexts,16.0,8,134,13.03,1.1991557943207982,FSBNDM,FSBNDM
englishTexts,16.0,16,134,10.62,1.471280602636535,FSBNDM,
englishTexts,16.0,32,134,9.16,1.7057860262008735,FSBNDM,FSBNDM
englishTexts,16.0,64,134,8.84,1.7675339366515836,FSBNDM,FSBNDM
englishTexts,16.0,128,134,7.53,2.0750332005312084,FSBNDM,FSBNDM
englishTexts,16.0,256,134,11.16,1.400089605734767,FSBNDM,
englishTexts,16.0,8,134,31.84,0.4907349246231155,HOR,
englishTexts,16.0,16,134,18.49,0.8450513791238508,HOR,
englishTexts,16.0,32,134,14.26,1.0957223001402525,HOR,
englishTexts,16.0,64,134,13.44,1.1625744047619047,HOR,
englishTexts,16.0,128,134,11.02,1.4178765880217785,HOR,
englishTexts,16.0,256,134,10.48,1.4909351145038168,HOR,
englishTexts,16.0,8,134,31.75,0.4921259842519685,KR,
englishTexts,16.0,16,134,28.22,0.5536853295535081,KR,
englishTexts,16.0,32,134,27.51,0.5679752817157396,KR,
englishTexts,16.0,64,134,30.41,0.5138112463005591,KR,
englishTexts,16.0,128,134,31.28,0.4995204603580563,KR,
englishTexts,16.0,256,134,31.55,0.49524564183835185,KR,
englishTexts,16.0,8,134,28.47,0.5488233227959256,LBNDM,
englishTexts,16.0,16,134,19.21,0.8133784487246226,LBNDM,
englishTexts,16.0,32,134,13.29,1.1756960120391273,LBNDM,
englishTexts,16.0,64,134,10.01,1.560939060939061,LBNDM,
englishTexts,16.0,128,134,8.82,1.7715419501133784,LBNDM,
englishTexts,16.0,256,134,6.49,2.4075500770416025,LBNDM,LBNDM
englishTexts,16.0,8,134,22.13,0.7060551287844555,RAITA,
englishTexts,16.0,16,134,16.47,0.94869459623558,RAITA,
englishTexts,16.0,32,134,9.85,1.5862944162436547,RAITA,
englishTexts,16.0,64,134,9.4,1.6622340425531914,RAITA,
englishTexts,16.0,128,134,10.29,1.5184645286686105,RAITA,
englishTexts,16.0,256,134,8.9,1.7556179775280898,RAITA,
englishTexts,16.0,8,134,23.78,0.6570647603027755,SO,
englishTexts,16.0,16,134,22.92,0.6817190226876091,SO,
englishTexts,16.0,32,134,24.05,0.6496881496881496,SO,
englishTexts,16.0,64,134,21.23,0.7359868111163448,SO,
englishTexts,16.0,128,134,22.27,0.7016165244723844,SO,
englishTexts,16.0,256,134,23.14,0.67523768366465,SO,
englishTexts,16.0,8,134,59.28,0.2635796221322537,TW,
englishTexts,16.0,16,134,53.99,0.2894054454528616,TW,
englishTexts,16.0,32,134,52.08,0.30001920122887865,TW,
englishTexts,16.0,64,134,46.3,0.33747300215982723,TW,
englishTexts,16.0,128,134,40.91,0.38193595697873384,TW,
englishTexts,16.0,256,134,43.0,0.3633720930232558,TW,
englishTexts,32.0,8,155,35.39,0.883017801638881,AOSO2,
englishTexts,32.0,16,155,33.73,0.9264749481174029,AOSO2,
englishTexts,32.0,32,155,36.39,0.8587524045067326,AOSO2,
englishTexts,32.0,64,155,37.72,0.8284729586426299,AOSO2,
englishTexts,32.0,128,155,36.98,0.8450513791238508,AOSO2,
englishTexts,32.0,256,155,39.96,0.782032032032032,AOSO2,
englishTexts,32.0,8,155,63.82,0.48965841429019114,BM,
englishTexts,32.0,16,155,41.2,0.7584951456310679,BM,
englishTexts,32.0,32,155,32.0,0.9765625,BM,
englishTexts,32.0,64,155,26.71,1.1699737925870461,BM,
englishTexts,32.0,128,155,22.55,1.3858093126385809,BM,
englishTexts,32.0,256,155,22.44,1.392602495543672,BM,
englishTexts,32.0,8,155,45.77,0.6827616342582478,BMH-SBNDM,
englishTexts,32.0,16,155,33.12,0.9435386473429952,BMH-SBNDM,
englishTexts,32.0,32,155,25.89,1.2070297412128235,BMH-SBNDM,
englishTexts,32.0,64,155,25.78,1.2121799844840961,BMH-SBNDM,
englishTexts,32.0,128,155,26.17,1.1941153993121894,BMH-SBNDM,
englishTexts,32.0,256,155,25.03,1.2485017978425887,BMH-SBNDM,
englishTexts,32.0,8,155,59.13,0.5284965330627431,BNDM,
englishTexts,32.0,16,155,41.55,0.7521058965102286,BNDM,
englishTexts,32.0,32,155,26.83,1.1647409616101378,BNDM,
englishTexts,32.0,64,155,24.2,1.2913223140495869,BNDM,
englishTexts,32.0,128,155,22.35,1.3982102908277403,BNDM,
englishTexts,32.0,256,155,25.13,1.2435336251492242,BNDM,
englishTexts,32.0,8,155,30.66,1.0192433137638617,FAOSO4,
englishTexts,32.0,16,155,23.84,1.3108221476510067,FAOSO4,
englishTexts,32.0,32,155,26.09,1.197776926025297,FAOSO4,
englishTexts,32.0,64,155,22.35,1.3982102908277403,FAOSO4,
englishTexts,32.0,128,155,22.66,1.379082082965578,FAOSO4,
englishTexts,32.0,256,155,22.81,1.3700131521262606,FAOSO4,
englishTexts,32.0,8,155,48.34,0.6464625568887049,FS,
englishTexts,32.0,16,155,32.63,0.9577076310144038,FS,
englishTexts,32.0,32,155,26.7,1.1704119850187267,FS,
englishTexts,32.0,64,155,23.93,1.3058921855411618,FS,
englishTexts,32.0,128,155,20.48,1.52587890625,FS,
englishTexts,32.0,256,155,19.84,1.575100806451613,FS,
englishTexts,32.0,8,155,28.7,1.088850174216028,FSBNDM,FSBNDM
englishTexts,32.0,16,155,20.55,1.5206812652068125,FSBNDM,FSBNDM
englishTexts,32.0,32,155,18.22,1.7151481888035127,FSBNDM,FSBNDM
englishTexts,32.0,64,155,19.97,1.5648472709063597,FSBNDM,
englishTexts,32.0,128,155,19.75,1.5822784810126582,FSBNDM,
englishTexts,32.0,256,155,18.98,1.6464699683877766,FSBNDM,
englishTexts,32.0,8,155,60.09,0.5200532534531536,HOR,
englishTexts,32.0,16,155,39.2,0.7971938775510203,HOR,
englishTexts,32.0,32,155,31.66,0.987049905243209,HOR,
englishTexts,32.0,64,155,25.86,1.208430007733952,HOR,
englishTexts,32.0,128,155,22.65,1.3796909492273732,HOR,
englishTexts,32.0,256,155,21.97,1.4223941738734638,HOR,
englishTexts,32.0,8,155,63.69,0.49065787407756317,KR,
englishTexts,32.0,16,155,61.64,0.5069759896171318,KR,
englishTexts,32.0,32,155,61.6,0.5073051948051948,KR,
englishTexts,32.0,64,155,61.67,0.5067293659802173,KR,
englishTexts,32.0,128,155,59.71,0.5233629207837883,KR,
englishTexts,32.0,256,155,63.1,0.49524564183835185,KR,
englishTexts,32.0,8,155,59.08,0.5289438050101557,LBNDM,
englishTexts,32.0,16,155,38.09,0.8204253084799159,LBNDM,
englishTexts,32.0,32,155,26.81,1.165609847071988,LBNDM,
englishTexts,32.0,64,155,19.62,1.5927624872579,LBNDM,LBNDM
englishTexts,32.0,128,155,17.77,1.758581879572313,LBNDM,LBNDM
englishTexts,32.0,256,155,14.87,2.101546738399462,LBNDM,LBNDM
englishTexts,32.0,8,155,47.65,0.6558237145855195,RAITA,
englishTexts,32.0,16,155,32.42,0.9639111659469463,RAITA,
englishTexts,32.0,32,155,24.67,1.266720713417106,RAITA,
englishTexts,32.0,64,155,23.54,1.3275276125743416,RAITA,
englishTexts,32.0,128,155,22.87,1.3664188893747267,RAITA,
englishTexts,32.0,256,155,18.92,1.65169133192389,RAITA,
englishTexts,32.0,8,155,45.53,0.6863606413353832,SO,
englishTexts,32.0,16,155,48.55,0.6436663233779609,SO,
englishTexts,32.0,32,155,48.49,0.644462775830068,SO,
englishTexts,32.0,64,155,44.5,0.7022471910112359,SO,
englishTexts,32.0,128,155,44.48,0.7025629496402879,SO,
englishTexts,32.0,256,155,42.95,0.7275902211874272,SO,
englishTexts,32.0,8,155,124.25,0.25150905432595577,TW,
englishTexts,32.0,16,155,118.09,0.26462867304598187,TW,
englishTexts,32.0,32,155,105.02,0.2975623690725576,TW,
englishTexts,32.0,64,155,88.29,0.35394721939064444,TW,
englishTexts,32.0,128,155,84.97,0.3677768624220313,TW,
englishTexts,32.0,256,155,84.97,0.3677768624220313,TW,
englishTexts,64.0,8,178,77.35,0.8080155138978669,AOSO2,
englishTexts,64.0,16,178,72.79,0.8586344278060172,AOSO2,
englishTexts,64.0,32,178,73.06,0.8554612647139337,AOSO2,
englishTexts,64.0,64,178,75.63,0.8263916435277008,AOSO2,
englishTexts,64.0,128,178,75.2,0.8311170212765957,AOSO2,
englishTexts,64.0,256,178,75.03,0.8330001332800213,AOSO2,
englishTexts,64.0,8,178,131.29,0.47604539568893295,BM,
englishTexts,64.0,16,178,83.65,0.7471607890017932,BM,
englishTexts,64.0,32,178,66.91,0.9340905694216112,BM,
englishTexts,64.0,64,178,52.62,1.1877613074876474,BM,
englishTexts,64.0,128,178,47.65,1.311647429171039,BM,
englishTexts,64.0,256,178,43.34,1.4420858329487771,BM,
englishTexts,64.0,8,178,94.66,0.660257764631312,BMH-SBNDM,
englishTexts,64.0,16,178,66.21,0.9439661682525299,BMH-SBNDM,
englishTexts,64.0,32,178,52.88,1.1819213313161874,BMH-SBNDM,
englishTexts,64.0,64,178,52.3,1.1950286806883366,BMH-SBNDM,
englishTexts,64.0,128,178,53.96,1.1582653817642699,BMH-SBNDM,
englishTexts,64.0,256,178,52.67,1.1866337573571293,BMH-SBNDM,
englishTexts,64.0,8,178,121.86,0.5128836369604464,BNDM,
englishTexts,64.0,16,178,82.59,0.7567502118900592,BNDM,
englishTexts,64.0,32,178,57.26,1.0915123995808593,BNDM,
englishTexts,64.0,64,178,48.3,1.2939958592132506,BNDM,
englishTexts,64.0,128,178,48.51,1.2883941455370027,BNDM,
englishTexts,64.0,256,178,49.34,1.266720713417106,BNDM,
englishTexts,64.0,8,178,55.91,1.1178680021463068,FAOSO4,
englishTexts,64.0,16,178,44.5,1.4044943820224718,FAOSO4,
englishTexts,64.0,32,178,46.31,1.3496005182465989,FAOSO4,
englishTexts,64.0,64,178,47.0,1.3297872340425532,FAOSO4,
englishTexts,64.0,128,178,49.45,1.2639029322548028,FAOSO4,
englishTexts,64.0,256,178,45.07,1.386731750610162,FAOSO4,
englishTexts,64.0,8,178,99.85,0.6259389083625438,FS,
englishTexts,64.0,16,178,68.2,0.9164222873900293,FS,
englishTexts,64.0,32,178,55.88,1.118468146027201,FS,
englishTexts,64.0,64,178,48.29,1.2942638227376269,FS,
englishTexts,64.0,128,178,40.78,1.5326140264835704,FS,
englishTexts,64.0,256,178,40.25,1.5527950310559004,FS,
englishTexts,64.0,8,178,55.29,1.1304033279073973,FSBNDM,FSBNDM
englishTexts,64.0,16,178,42.51,1.4702422959303694,FSBNDM,FSBNDM
englishTexts,64.0,32,178,39.28,1.5911405295315681,FSBNDM,FSBNDM
englishTexts,64.0,64,178,36.7,1.7029972752043594,FSBNDM,FSBNDM
englishTexts,64.0,128,178,38.92,1.6058581706063721,FSBNDM,
englishTexts,64.0,256,178,35.33,1.7690348146051516,FSBNDM,
englishTexts,64.0,8,178,120.38,0.5191892340920419,HOR,
englishTexts,64.0,16,178,82.4,0.7584951456310679,HOR,
englishTexts,64.0,32,178,63.68,0.981469849246231,HOR,
englishTexts,64.0,64,178,51.57,1.2119449292224163,HOR,
englishTexts,64.0,128,178,44.03,1.4194867136043607,HOR,
englishTexts,64.0,256,178,44.31,1.4105168133604151,HOR,
englishTexts,64.0,8,178,125.34,0.4986436891654699,KR,
englishTexts,64.0,16,178,124.05,0.5038291011688835,KR,
englishTexts,64.0,32,178,130.13,0.4802889418274034,KR,
englishTexts,64.0,64,178,123.82,0.5047649814246487,KR,
englishTexts,64.0,128,178,128.64,0.4858519900497513,KR,
englishTexts,64.0,256,178,126.05,0.49583498611662047,KR,
englishTexts,64.0,8,178,121.74,0.5133891900772138,LBNDM,
englishTexts,64.0,16,178,79.86,0.7826195842724769,LBNDM,
englishTexts,64.0,32,178,54.44,1.148052902277737,LBNDM,
englishTexts,64.0,64,178,41.11,1.5203113597664801,LBNDM,
englishTexts,64.0,128,178,33.82,1.8480189237137787,LBNDM,LBNDM
englishTexts,64.0,256,178,31.89,1.9598620257133899,LBNDM,LBNDM
englishTexts,64.0,8,178,102.25,0.6112469437652812,RAITA,
englishTexts,64.0,16,178,70.0,0.8928571428571428,RAITA,
englishTexts,64.0,32,178,54.26,1.1518614080353853,RAITA,
englishTexts,64.0,64,178,50.38,1.2405716554188169,RAITA,
englishTexts,64.0,128,178,41.87,1.4927155481251493,RAITA,
englishTexts,64.0,256,178,40.35,1.5489467162329615,RAITA,
englishTexts,64.0,8,178,103.42,0.6043318507058595,SO,
englishTexts,64.0,16,178,92.48,0.6758217993079584,SO,
englishTexts,64.0,32,178,95.76,0.6526733500417711,SO,
englishTexts,64.0,64,178,86.97,0.7186386110152927,SO,
englishTexts,64.0,128,178,89.68,0.6969223907225691,SO,
englishTexts,64.0,256,178,92.7,0.6742179072276159,SO,
englishTexts,64.0,8,178,250.12,0.24988005757236523,TW,
englishTexts,64.0,16,178,234.23,0.26683174657388037,TW,
englishTexts,64.0,32,178,213.55,0.29267150550222426,TW,
englishTexts,64.0,64,178,173.59,0.360043781323809,TW,
englishTexts,64.0,128,178,173.78,0.3596501323512487,TW,
englishTexts,64.0,256,178,166.01,0.3764833443768448,TW,
englishTexts,128.0,8,218,149.04,0.8387010198604402,AOSO2,
englishTexts,128.0,16,218,149.96,0.8335556148306215,AOSO2,
englishTexts,128.0,32,218,148.78,0.8401666890711117,AOSO2,
englishTexts,128.0,64,218,149.27,0.837408722449253,AOSO2,
englishTexts,128.0,128,218,151.16,0.8269383434771104,AOSO2,
englishTexts,128.0,256,218,149.64,0.835338144881048,AOSO2,
englishTexts,128.0,8,218,258.06,0.4843834767108424,BM,
englishTexts,128.0,16,218,177.07,0.7059355057321963,BM,
englishTexts,128.0,32,218,133.13,0.9389318711034327,BM,
englishTexts,128.0,64,218,113.45,1.1018069634200087,BM,
englishTexts,128.0,128,218,100.12,1.2485017978425887,BM,
englishTexts,128.0,256,218,90.92,1.3748350197976242,BM,
englishTexts,128.0,8,218,190.89,0.654827387500655,BMH-SBNDM,
englishTexts,128.0,16,218,136.84,0.9134755919321835,BMH-SBNDM,
englishTexts,128.0,32,218,109.36,1.1430138990490124,BMH-SBNDM,
englishTexts,128.0,64,218,106.57,1.17293797503988,BMH-SBNDM,
englishTexts,128.0,128,218,106.6,1.1726078799249533,BMH-SBNDM,
englishTexts,128.0,256,218,107.13,1.166806683468683,BMH-SBNDM,
englishTexts,128.0,8,218,241.07,0.5185215912390592,BNDM,
englishTexts,128.0,16,218,166.16,0.7522869523350987,BNDM,
englishTexts,128.0,32,218,110.63,1.1298924342402605,BNDM,
englishTexts,128.0,64,218,98.32,1.271358828315704,BNDM,
englishTexts,128.0,128,218,98.16,1.2734311328443357,BNDM,
englishTexts,128.0,256,218,98.62,1.2674913810586086,BNDM,
englishTexts,128.0,8,218,121.15,1.031778786628147,FAOSO4,
englishTexts,128.0,16,218,91.87,1.3606182649395886,FAOSO4,
englishTexts,128.0,32,218,94.19,1.3271047881940758,FAOSO4,
englishTexts,128.0,64,218,95.06,1.3149589732800335,FAOSO4,
englishTexts,128.0,128,218,96.74,1.2921232168699608,FAOSO4,
englishTexts,128.0,256,218,97.2,1.286008230452675,FAOSO4,
englishTexts,128.0,8,218,193.05,0.6475006475006475,FS,
englishTexts,128.0,16,218,140.77,0.8879732897634438,FS,
englishTexts,128.0,32,218,112.47,1.1114074864408285,FS,
englishTexts,128.0,64,218,93.75,1.3333333333333333,FS,
englishTexts,128.0,128,218,87.83,1.4232039166571786,FS,
englishTexts,128.0,256,218,81.68,1.5303623898139078,FS,
englishTexts,128.0,8,218,105.16,1.188664891593762,FSBNDM,FSBNDM
englishTexts,128.0,16,218,90.61,1.3795386822646507,FSBNDM,FSBNDM
englishTexts,128.0,32,218,77.37,1.6156132868036706,FSBNDM,FSBNDM
englishTexts,128.0,64,218,76.02,1.6443041304919759,FSBNDM,FSBNDM
englishTexts,128.0,128,218,74.96,1.6675560298826042,FSBNDM,
englishTexts,128.0,256,218,77.07,1.6219021668612952,FSBNDM,
englishTexts,128.0,8,218,242.48,0.5155064335202904,HOR,
englishTexts,128.0,16,218,160.54,0.7786221502429301,HOR,
englishTexts,128.0,32,218,123.95,1.008471157724889,HOR,
englishTexts,128.0,64,218,104.26,1.1989257625167848,HOR,
englishTexts,128.0,128,218,94.07,1.328797703837568,HOR,
englishTexts,128.0,256,218,88.98,1.4048100696785795,HOR,
englishTexts,128.0,8,218,252.09,0.49585465508350185,KR,
englishTexts,128.0,16,218,249.49,0.5010220850535091,KR,
englishTexts,128.0,32,218,247.43,0.5051933880289374,KR,
englishTexts,128.0,64,218,250.29,0.4994206720204563,KR,
englishTexts,128.0,128,218,251.24,0.4975322400891577,KR,
englishTexts,128.0,256,218,256.84,0.48668431708456633,KR,
englishTexts,128.0,8,218,244.13,0.5120222832097653,LBNDM,
englishTexts,128.0,16,218,162.26,0.7703685443115987,LBNDM,
englishTexts,128.0,32,218,104.44,1.1968594408272692,LBNDM,
englishTexts,128.0,64,218,82.58,1.5136837006539114,LBNDM,
englishTexts,128.0,128,218,71.27,1.7538936438894346,LBNDM,LBNDM
englishTexts,128.0,256,218,67.26,1.8584597085935177,LBNDM,LBNDM
englishTexts,128.0,8,218,195.49,0.6394188961072177,RAITA,
englishTexts,128.0,16,218,140.08,0.8923472301541975,RAITA,
englishTexts,128.0,32,218,110.45,1.131733816206428,RAITA,
englishTexts,128.0,64,218,96.48,1.2956053067993365,RAITA,
englishTexts,128.0,128,218,89.1,1.4029180695847363,RAITA,
englishTexts,128.0,256,218,83.12,1.5038498556304138,RAITA,
englishTexts,128.0,8,218,193.5,0.6459948320413437,SO,
englishTexts,128.0,16,218,192.19,0.6503980436026849,SO,
englishTexts,128.0,32,218,191.83,0.6516186206537038,SO,
englishTexts,128.0,64,218,182.05,0.6866245536940401,SO,
englishTexts,128.0,128,218,184.49,0.6775434982925903,SO,
englishTexts,128.0,256,218,181.05,0.6904170118751726,SO,
englishTexts,128.0,8,218,484.56,0.25796598976390955,TW,
englishTexts,128.0,16,218,479.28,0.26080787848439324,TW,
englishTexts,128.0,32,218,403.86,0.3095131976427475,TW,
englishTexts,128.0,64,218,353.45,0.3536568114301882,TW,
englishTexts,128.0,128,218,342.01,0.365486389286863,TW,
englishTexts,128.0,256,218,336.96,0.3709639126305793,TW,
