Category,Text Size [MB],Pattern Length,Alphabet Size,Time [ms],Speed [GB/s],Algorithm,Best Algo
rand4,4.0,16,4,6.2,0.6300403225806451,LBNDM,
rand4,4.0,32,4,3.74,1.0444518716577538,LBNDM,
rand4,4.0,64,4,4.32,0.904224537037037,LBNDM,
rand4,4.0,128,4,2.29,1.7057860262008735,LBNDM,
rand4,4.0,256,4,8.88,0.43989301801801795,LBNDM,
rand4,4.0,8,4,13.41,0.2912938105891126,RAITA,
rand4,4.0,16,4,10.86,0.3596915285451197,RAITA,
rand4,4.0,32,4,13.61,0.28701322556943426,RAITA,
rand4,4.0,64,4,12.67,0.30830702446724545,RAITA,
rand4,4.0,128,4,12.56,0.3110071656050955,RAITA,
rand4,4.0,256,4,12.28,0.31809853420195444,RAITA,
rand4,4.0,8,4,6.82,0.5727639296187682,SO,
rand4,4.0,16,4,4.88,0.8004610655737705,SO,
rand4,4.0,32,4,5.17,0.7555609284332689,SO,
rand4,4.0,64,4,4.74,0.8241033755274261,SO,
rand4,4.0,128,4,6.01,0.6499584026622297,SO,
rand4,4.0,256,4,4.54,0.8604074889867841,SO,
rand4,4.0,8,4,24.12,0.16195066334991706,TW,
rand4,4.0,16,4,24.0,0.16276041666666666,TW,
rand4,4.0,32,4,24.66,0.15840429845904297,TW,
rand4,4.0,64,4,23.25,0.16801075268817206,TW,
rand4,4.0,128,4,24.19,0.1614820173625465,TW,
rand4,4.0,256,4,23.82,0.16399034424853065,TW,
rand8,1.0,8,8,0.56,1.743861607142857,AOSO2,
rand8,1.0,16,8,0.6,1.6276041666666667,AOSO2,
rand8,1.0,32,8,1.13,0.8642146017699115,AOSO2,
rand8,1.0,64,8,1.54,0.6341314935064934,AOSO2,
rand8,1.0,128,8,0.6,1.6276041666666667,AOSO2,
rand8,1.0,256,8,0.89,1.0972612359550562,AOSO2,
rand8,1.0,8,8,2.74,0.3564096715328467,BM,
rand8,1.0,16,8,1.45,0.6734913793103449,BM,
rand8,1.0,32,8,1.39,0.7025629496402879,BM,
rand8,1.0,64,8,0.89,1.0972612359550562,BM,
rand8,1.0,128,8,0.82,1.1909298780487805,BM,
rand8,1.0,256,8,0.78,1.252003205128205,BM,
rand8,1.0,8,8,1.43,0.6829108391608393,BMH-SBNDM,
rand8,1.0,16,8,0.72,1.3563368055555556,BMH-SBNDM,
rand8,1.0,32,8,0.66,1.4796401515151516,BMH-SBNDM,
rand8,1.0,64,8,0.63,1.5500992063492063,BMH-SBNDM,
rand8,1.0,128,8,1.11,0.8797860360360359,BMH-SBNDM,
rand8,1.0,256,8,1.61,0.6065605590062111,BMH-SBNDM,
rand8,1.0,8,8,1.56,0.6260016025641025,BNDM,
rand8,1.0,16,8,1.1,0.8877840909090908,BNDM,
rand8,1.0,32,8,0.4,2.44140625,BNDM,
rand8,1.0,64,8,0.37,2.639358108108108,BNDM,
rand8,1.0,128,8,0.41,2.381859756097561,BNDM,
rand8,1.0,256,8,0.36,2.712673611111111,BNDM,
rand8,1.0,8,8,1.27,0.7689468503937007,FAOSO4,
rand8,1.0,16,8,0.38,2.569901315789474,FAOSO4,FAOSO4
rand8,1.0,32,8,0.42,2.3251488095238093,FAOSO4,
rand8,1.0,64,8,0.35,2.7901785714285716,FAOSO4,FAOSO4
rand8,1.0,128,8,0.35,2.7901785714285716,FAOSO4,
rand8,1.0,256,8,0.33,2.959280303030303,FAOSO4,
rand8,1.0,8,8,1.09,0.8959288990825688,FS,
rand8,1.0,16,8,0.79,1.2361550632911391,FS,
rand8,1.0,32,8,0.78,1.252003205128205,FS,
rand8,1.0,64,8,1.2,0.8138020833333334,FS,
rand8,1.0,128,8,0.66,1.4796401515151516,FS,
rand8,1.0,256,8,0.61,1.600922131147541,FS,
rand8,1.0,8,8,0.55,1.7755681818181817,FSBNDM,FSBNDM
rand8,1.0,16,8,0.45,2.170138888888889,FSBNDM,
rand8,1.0,32,8,0.35,2.7901785714285716,FSBNDM,FSBNDM
rand8,1.0,64,8,0.84,1.1625744047619047,FSBNDM,
rand8,1.0,128,8,0.36,2.712673611111111,FSBNDM,
rand8,1.0,256,8,0.84,1.1625744047619047,FSBNDM,
rand8,1.0,8,8,1.25,0.78125,HOR,
rand8,1.0,16,8,1.44,0.6781684027777778,HOR,
rand8,1.0,32,8,0.88,1.1097301136363638,HOR,
rand8,1.0,64,8,1.35,0.7233796296296295,HOR,
rand8,1.0,128,8,1.83,0.5336407103825136,HOR,
rand8,1.0,256,8,0.86,1.1355377906976745,HOR,
rand8,1.0,8,8,0.92,1.0614809782608694,KR,
rand8,1.0,16,8,1.26,0.7750496031746031,KR,
rand8,1.0,32,8,1.15,0.8491847826086958,KR,
rand8,1.0,64,8,0.93,1.0500672043010753,KR,
rand8,1.0,128,8,2.05,0.47637195121951226,KR,
rand8,1.0,256,8,1.43,0.6829108391608393,KR,
rand8,1.0,8,8,2.14,0.4563376168224299,LBNDM,
rand8,1.0,16,8,0.65,1.502403846153846,LBNDM,
rand8,1.0,32,8,0.45,2.170138888888889,LBNDM,
rand8,1.0,64,8,0.83,1.176581325301205,LBNDM,
rand8,1.0,128,8,0.32,3.0517578125,LBNDM,LBNDM
rand8,1.0,256,8,0.31,3.150201612903226,LBNDM,LBNDM
rand8,1.0,8,8,1.49,0.6554110738255033,RAITA,
rand8,1.0,16,8,0.79,1.2361550632911391,RAITA,
rand8,1.0,32,8,0.77,1.268262987012987,RAITA,
rand8,1.0,64,8,1.24,0.7875504032258065,RAITA,
rand8,1.0,128,8,1.22,0.8004610655737705,RAITA,
rand8,1.0,256,8,1.69,0.5778476331360947,RAITA,
rand8,1.0,8,8,0.72,1.3563368055555556,SO,
rand8,1.0,16,8,0.77,1.268262987012987,SO,
rand8,1.0,32,8,1.2,0.8138020833333334,SO,
rand8,1.0,64,8,0.75,1.3020833333333333,SO,
rand8,1.0,128,8,0.85,1.1488970588235294,SO,
rand8,1.0,256,8,0.68,1.4361213235294117,SO,
rand8,1.0,8,8,3.08,0.3170657467532467,TW,
rand8,1.0,16,8,4.2,0.23251488095238093,TW,
rand8,1.0,32,8,3.12,0.31300080128205127,TW,
rand8,1.0,64,8,3.63,0.2690254820936639,TW,
rand8,1.0,128,8,3.49,0.279817335243553,TW,
rand8,1.0,256,8,3.15,0.3100198412698413,TW,
rand8,2.0,8,8,1.68,1.1625744047619047,AOSO2,AOSO2
rand8,2.0,16,8,2.2,0.8877840909090908,AOSO2,
rand8,2.0,32,8,1.76,1.1097301136363638,AOSO2,
rand8,2.0,64,8,2.13,0.9169600938967136,AOSO2,
rand8,2.0,128,8,1.2,1.6276041666666667,AOSO2,
rand8,2.0,256,8,2.13,0.9169600938967136,AOSO2,
rand8,2.0,8,8,4.45,0.43890449438202245,BM,
rand8,2.0,16,8,2.98,0.6554110738255033,BM,
rand8,2.0,32,8,2.31,0.845508658008658,BM,
rand8,2.0,64,8,2.2,0.8877840909090908,BM,
rand8,2.0,128,8,2.64,0.7398200757575758,BM,
rand8,2.0,256,8,1.98,0.9864267676767677,BM,
rand8,2.0,8,8,3.39,0.5761430678466076,BMH-SBNDM,
rand8,2.0,16,8,2.91,0.6711769759450171,BMH-SBNDM,
rand8,2.0,32,8,2.23,0.8758408071748879,BMH-SBNDM,
rand8,2.0,64,8,1.23,1.5879065040650406,BMH-SBNDM,
rand8,2.0,128,8,1.76,1.1097301136363638,BMH-SBNDM,
rand8,2.0,256,8,1.84,1.0614809782608694,BMH-SBNDM,
rand8,2.0,8,8,4.12,0.4740594660194175,BNDM,
rand8,2.0,16,8,1.14,1.7132675438596492,BNDM,
rand8,2.0,32,8,0.83,2.35316265060241,BNDM,
rand8,2.0,64,8,1.26,1.5500992063492063,BNDM,
rand8,2.0,128,8,0.81,2.4112654320987654,BNDM,
rand8,2.0,256,8,0.75,2.6041666666666665,BNDM,
rand8,2.0,8,8,2.21,0.8837669683257918,FAOSO4,
rand8,2.0,16,8,0.67,2.915111940298507,FAOSO4,FAOSO4
rand8,2.0,32,8,0.8,2.44140625,FAOSO4,
rand8,2.0,64,8,0.78,2.50400641025641,FAOSO4,
rand8,2.0,128,8,1.74,1.122485632183908,FAOSO4,
rand8,2.0,256,8,0.71,2.750880281690141,FAOSO4,FAOSO4
rand8,2.0,8,8,4.04,0.4834467821782178,FS,
rand8,2.0,16,8,2.57,0.7599708171206225,FS,
rand8,2.0,32,8,2.45,0.7971938775510203,FS,
rand8,2.0,64,8,2.28,0.8566337719298246,FS,
rand8,2.0,128,8,1.84,1.0614809782608694,FS,
rand8,2.0,256,8,1.25,1.5625,FS,
rand8,2.0,8,8,2.18,0.8959288990825688,FSBNDM,
rand8,2.0,16,8,0.9,2.170138888888889,FSBNDM,
rand8,2.0,32,8,0.73,2.675513698630137,FSBNDM,FSBNDM
rand8,2.0,64,8,1.67,1.1695359281437128,FSBNDM,
rand8,2.0,128,8,0.77,2.536525974025974,FSBNDM,FSBNDM
rand8,2.0,256,8,1.2,1.6276041666666667,FSBNDM,
rand8,2.0,8,8,4.05,0.4822530864197531,HOR,
rand8,2.0,16,8,3.36,0.5812872023809523,HOR,
rand8,2.0,32,8,3.07,0.6361970684039089,HOR,
rand8,2.0,64,8,2.11,0.9256516587677726,HOR,
rand8,2.0,128,8,2.23,0.8758408071748879,HOR,
rand8,2.0,256,8,3.21,0.6084501557632398,HOR,
rand8,2.0,8,8,3.51,0.556445868945869,KR,
rand8,2.0,16,8,3.09,0.6320792880258901,KR,
rand8,2.0,32,8,3.08,0.6341314935064934,KR,
rand8,2.0,64,8,2.36,0.8275953389830509,KR,
rand8,2.0,128,8,2.36,0.8275953389830509,KR,
rand8,2.0,256,8,4.13,0.47291162227602906,KR,
rand8,2.0,8,8,3.77,0.5180702917771883,LBNDM,
rand8,2.0,16,8,1.7,1.1488970588235294,LBNDM,
rand8,2.0,32,8,0.83,2.35316265060241,LBNDM,
rand8,2.0,64,8,0.72,2.712673611111111,LBNDM,LBNDM
rand8,2.0,128,8,1.1,1.7755681818181817,LBNDM,
rand8,2.0,256,8,0.75,2.6041666666666665,LBNDM,
rand8,2.0,8,8,3.05,0.6403688524590164,RAITA,
rand8,2.0,16,8,1.61,1.2131211180124222,RAITA,
rand8,2.0,32,8,2.91,0.6711769759450171,RAITA,
rand8,2.0,64,8,1.47,1.328656462585034,RAITA,
rand8,2.0,128,8,1.46,1.3377568493150684,RAITA,
rand8,2.0,256,8,2.55,0.7659313725490197,RAITA,
rand8,2.0,8,8,3.11,0.6280144694533762,SO,
rand8,2.0,16,8,2.44,0.8004610655737705,SO,
rand8,2.0,32,8,1.97,0.9914340101522842,SO,
rand8,2.0,64,8,3.0,0.6510416666666666,SO,
rand8,2.0,128,8,2.19,0.8918378995433791,SO,
rand8,2.0,256,8,3.56,0.5486306179775281,SO,
rand8,2.0,8,8,7.87,0.24817344345616266,TW,
rand8,2.0,16,8,7.87,0.24817344345616266,TW,
rand8,2.0,32,8,7.66,0.2549771540469974,TW,
rand8,2.0,64,8,8.35,0.23390718562874252,TW,
rand8,2.0,128,8,8.21,0.23789585870889157,TW,
rand8,2.0,256,8,9.4,0.20777925531914893,TW,
rand8,4.0,8,8,5.62,0.6950622775800712,AOSO2,
rand8,4.0,16,8,3.29,1.1873100303951367,AOSO2,
rand8,4.0,32,8,3.74,1.0444518716577538,AOSO2,
rand8,4.0,64,8,3.87,1.0093669250645994,AOSO2,
rand8,4.0,128,8,3.8,1.0279605263157894,AOSO2,
rand8,4.0,256,8,3.79,1.0306728232189974,AOSO2,
rand8,4.0,8,8,9.39,0.41600106496272626,BM,
rand8,4.0,16,8,7.32,0.5336407103825136,BM,
rand8,4.0,32,8,7.01,0.5572396576319544,BM,
rand8,4.0,64,8,5.85,0.6677350427350427,BM,
rand8,4.0,128,8,5.57,0.7013016157989228,BM,
rand8,4.0,256,8,3.45,1.1322463768115942,BM,
rand8,4.0,8,8,6.35,0.6151574803149606,BMH-SBNDM,
rand8,4.0,16,8,4.9,0.7971938775510203,BMH-SBNDM,
rand8,4.0,32,8,4.9,0.7971938775510203,BMH-SBNDM,
rand8,4.0,64,8,4.4,0.8877840909090908,BMH-SBNDM,
rand8,4.0,128,8,4.02,0.9717039800995027,BMH-SBNDM,
rand8,4.0,256,8,4.6,0.8491847826086958,BMH-SBNDM,
rand8,4.0,8,8,6.69,0.5838938714499252,BNDM,
rand8,4.0,16,8,3.81,1.025262467191601,BNDM,
rand8,4.0,32,8,3.07,1.2723941368078178,BNDM,
rand8,4.0,64,8,2.46,1.5879065040650406,BNDM,
rand8,4.0,128,8,2.0,1.953125,BNDM,
rand8,4.0,256,8,2.97,1.31523569023569,BNDM,
rand8,4.0,8,8,5.18,0.7541023166023166,FAOSO4,
rand8,4.0,16,8,1.89,2.0667989417989423,FAOSO4,FAOSO4
rand8,4.0,32,8,1.99,1.962939698492462,FAOSO4,
rand8,4.0,64,8,3.08,1.268262987012987,FAOSO4,
rand8,4.0,128,8,2.39,1.6344142259414225,FAOSO4,
rand8,4.0,256,8,2.38,1.641281512605042,FAOSO4,
rand8,4.0,8,8,6.69,0.5838938714499252,FS,
rand8,4.0,16,8,5.21,0.7497600767754319,FS,
rand8,4.0,32,8,4.11,0.9504257907542578,FS,
rand8,4.0,64,8,5.72,0.6829108391608393,FS,
rand8,4.0,128,8,5.03,0.7765904572564611,FS,
rand8,4.0,256,8,4.15,0.9412650602409638,FS,
rand8,4.0,8,8,3.3,1.1837121212121213,FSBNDM,FSBNDM
rand8,4.0,16,8,3.34,1.1695359281437128,FSBNDM,
rand8,4.0,32,8,1.98,1.9728535353535355,FSBNDM,FSBNDM
rand8,4.0,64,8,3.38,1.1556952662721893,FSBNDM,
rand8,4.0,128,8,2.47,1.5814777327935223,FSBNDM,
rand8,4.0,256,8,1.61,2.4262422360248443,FSBNDM,FSBNDM
rand8,4.0,8,8,10.59,0.368862134088763,HOR,
rand8,4.0,16,8,5.61,0.696301247771836,HOR,
rand8,4.0,32,8,5.74,0.6805313588850174,HOR,
rand8,4.0,64,8,6.08,0.6424753289473685,HOR,
rand8,4.0,128,8,6.93,0.5636724386724388,HOR,
rand8,4.0,256,8,6.44,0.6065605590062111,HOR,
rand8,4.0,8,8,6.72,0.5812872023809523,KR,
rand8,4.0,16,8,6.41,0.609399375975039,KR,
rand8,4.0,32,8,6.73,0.5804234769687965,KR,
rand8,4.0,64,8,8.39,0.4655840286054827,KR,
rand8,4.0,128,8,8.75,0.4464285714285714,KR,
rand8,4.0,256,8,7.95,0.4913522012578616,KR,
rand8,4.0,8,8,7.33,0.532912687585266,LBNDM,
rand8,4.0,16,8,4.92,0.7939532520325203,LBNDM,
rand8,4.0,32,8,3.3,1.1837121212121213,LBNDM,
rand8,4.0,64,8,2.04,1.914828431372549,LBNDM,LBNDM
rand8,4.0,128,8,1.48,2.639358108108108,LBNDM,LBNDM
rand8,4.0,256,8,1.72,2.271075581395349,LBNDM,
rand8,4.0,8,8,6.82,0.5727639296187682,RAITA,
rand8,4.0,16,8,5.66,0.6901501766784452,RAITA,
rand8,4.0,32,8,5.55,0.7038288288288289,RAITA,
rand8,4.0,64,8,4.67,0.836456102783726,RAITA,
rand8,4.0,128,8,4.93,0.792342799188641,RAITA,
rand8,4.0,256,8,5.94,0.657617845117845,RAITA,
rand8,4.0,8,8,5.27,0.7412239089184061,SO,
rand8,4.0,16,8,5.38,0.7260687732342008,SO,
rand8,4.0,32,8,5.07,0.7704635108481261,SO,
rand8,4.0,64,8,3.78,1.0333994708994712,SO,
rand8,4.0,128,8,5.49,0.7115209471766848,SO,
rand8,4.0,256,8,7.01,0.5572396576319544,SO,
rand8,4.0,8,8,15.04,0.25972406914893614,TW,
rand8,4.0,16,8,14.5,0.2693965517241379,TW,
rand8,4.0,32,8,15.83,0.24676247631080225,TW,
rand8,4.0,64,8,17.26,0.2263180764774044,TW,
rand8,4.0,128,8,17.75,0.22007042253521128,TW,
rand8,4.0,256,8,17.26,0.2263180764774044,TW,
rand16,1.0,8,16,0.61,1.600922131147541,AOSO2,
rand16,1.0,16,16,0.58,1.683728448275862,AOSO2,
rand16,1.0,32,16,0.74,1.319679054054054,AOSO2,
rand16,1.0,64,16,0.56,1.743861607142857,AOSO2,
rand16,1.0,128,16,0.6,1.6276041666666667,AOSO2,
rand16,1.0,256,16,0.6,1.6276041666666667,AOSO2,
rand16,1.0,8,16,1.01,0.9668935643564356,BM,
rand16,1.0,16,16,0.67,1.4575559701492535,BM,
rand16,1.0,32,16,0.58,1.683728448275862,BM,
rand16,1.0,64,16,0.53,1.842570754716981,BM,
rand16,1.0,128,16,0.52,1.8780048076923075,BM,
rand16,1.0,256,16,0.51,1.914828431372549,BM,
rand16,1.0,8,16,1.19,0.820640756302521,BMH-SBNDM,
rand16,1.0,16,16,1.0,0.9765625,BMH-SBNDM,
rand16,1.0,32,16,0.45,2.170138888888889,BMH-SBNDM,
rand16,1.0,64,16,0.4,2.44140625,BMH-SBNDM,
rand16,1.0,128,16,0.45,2.170138888888889,BMH-SBNDM,
rand16,1.0,256,16,0.44,2.2194602272727275,BMH-SBNDM,
rand16,1.0,8,16,1.39,0.7025629496402879,BNDM,
rand16,1.0,16,16,0.57,1.7132675438596492,BNDM,
rand16,1.0,32,16,0.33,2.959280303030303,BNDM,
rand16,1.0,64,16,0.28,3.487723214285714,BNDM,
rand16,1.0,128,16,0.33,2.959280303030303,BNDM,
rand16,1.0,256,16,0.34,2.8722426470588234,BNDM,
rand16,1.0,8,16,0.44,2.2194602272727275,FAOSO4,
rand16,1.0,16,16,0.34,2.8722426470588234,FAOSO4,
rand16,1.0,32,16,0.38,2.569901315789474,FAOSO4,
rand16,1.0,64,16,0.36,2.712673611111111,FAOSO4,
rand16,1.0,128,16,0.42,2.3251488095238093,FAOSO4,
rand16,1.0,256,16,1.36,0.7180606617647058,FAOSO4,
rand16,1.0,8,16,1.23,0.7939532520325203,FS,
rand16,1.0,16,16,0.55,1.7755681818181817,FS,
rand16,1.0,32,16,0.95,1.0279605263157894,FS,
rand16,1.0,64,16,0.89,1.0972612359550562,FS,
rand16,1.0,128,16,0.92,1.0614809782608694,FS,
rand16,1.0,256,16,0.41,2.381859756097561,FS,
rand16,1.0,8,16,0.35,2.7901785714285716,FSBNDM,FSBNDM
rand16,1.0,16,16,0.28,3.487723214285714,FSBNDM,FSBNDM
rand16,1.0,32,16,0.31,3.150201612903226,FSBNDM,FSBNDM
rand16,1.0,64,16,0.25,3.90625,FSBNDM,FSBNDM
rand16,1.0,128,16,0.27,3.616898148148148,FSBNDM,
rand16,1.0,256,16,0.26,3.756009615384615,FSBNDM,
rand16,1.0,8,16,1.9,0.5139802631578947,HOR,
rand16,1.0,16,16,0.63,1.5500992063492063,HOR,
rand16,1.0,32,16,0.51,1.914828431372549,HOR,
rand16,1.0,64,16,0.49,1.992984693877551,HOR,
rand16,1.0,128,16,1.48,0.659839527027027,HOR,
rand16,1.0,256,16,0.96,1.0172526041666667,HOR,
rand16,1.0,8,16,1.9,0.5139802631578947,KR,
rand16,1.0,16,16,2.13,0.4584800469483568,KR,
rand16,1.0,32,16,0.92,1.0614809782608694,KR,
rand16,1.0,64,16,1.1,0.8877840909090908,KR,
rand16,1.0,128,16,2.02,0.4834467821782178,KR,
rand16,1.0,256,16,2.1,0.46502976190476186,KR,
rand16,1.0,8,16,1.4,0.6975446428571429,LBNDM,
rand16,1.0,16,16,0.63,1.5500992063492063,LBNDM,
rand16,1.0,32,16,0.32,3.0517578125,LBNDM,
rand16,1.0,64,16,0.36,2.712673611111111,LBNDM,
rand16,1.0,128,16,0.26,3.756009615384615,LBNDM,LBNDM
rand16,1.0,256,16,0.25,3.90625,LBNDM,LBNDM
rand16,1.0,8,16,1.23,0.7939532520325203,RAITA,
rand16,1.0,16,16,0.54,1.808449074074074,RAITA,
rand16,1.0,32,16,0.45,2.170138888888889,RAITA,
rand16,1.0,64,16,0.56,1.743861607142857,RAITA,
rand16,1.0,128,16,0.91,1.0731456043956042,RAITA,
rand16,1.0,256,16,0.42,2.3251488095238093,RAITA,
rand16,1.0,8,16,1.71,0.5710891812865497,SO,
rand16,1.0,16,16,0.74,1.319679054054054,SO,
rand16,1.0,32,16,1.22,0.8004610655737705,SO,
rand16,1.0,64,16,0.71,1.3754401408450705,SO,
rand16,1.0,128,16,0.76,1.284950657894737,SO,
rand16,1.0,256,16,1.28,0.762939453125,SO,
rand16,1.0,8,16,2.09,0.4672547846889953,TW,
rand16,1.0,16,16,2.65,0.36851415094339623,TW,
rand16,1.0,32,16,2.64,0.3699100378787879,TW,
rand16,1.0,64,16,2.72,0.3590303308823529,TW,
rand16,1.0,128,16,3.24,0.3014081790123457,TW,
rand16,1.0,256,16,3.14,0.3110071656050955,TW,
rand16,2.0,8,16,1.15,1.6983695652173916,AOSO2,
rand16,2.0,16,16,1.66,1.176581325301205,AOSO2,
rand16,2.0,32,16,1.61,1.2131211180124222,AOSO2,
rand16,2.0,64,16,1.79,1.0911312849162011,AOSO2,
rand16,2.0,128,16,1.15,1.6983695652173916,AOSO2,
rand16,2.0,256,16,2.16,0.904224537037037,AOSO2,
rand16,2.0,8,16,2.48,0.7875504032258065,BM,
rand16,2.0,16,16,1.87,1.0444518716577538,BM,
rand16,2.0,32,16,1.6,1.220703125,BM,
rand16,2.0,64,16,2.08,0.9390024038461537,BM,
rand16,2.0,128,16,1.49,1.3108221476510067,BM,
rand16,2.0,256,16,1.49,1.3108221476510067,BM,
rand16,2.0,8,16,1.44,1.3563368055555556,BMH-SBNDM,
rand16,2.0,16,16,1.19,1.641281512605042,BMH-SBNDM,
rand16,2.0,32,16,0.85,2.297794117647059,BMH-SBNDM,
rand16,2.0,64,16,0.86,2.271075581395349,BMH-SBNDM,
rand16,2.0,128,16,1.36,1.4361213235294117,BMH-SBNDM,
rand16,2.0,256,16,0.87,2.244971264367816,BMH-SBNDM,
rand16,2.0,8,16,3.27,0.5972859327217125,BNDM,
rand16,2.0,16,16,2.97,0.657617845117845,BNDM,
rand16,2.0,32,16,0.64,3.0517578125,BNDM,
rand16,2.0,64,16,1.15,1.6983695652173916,BNDM,
rand16,2.0,128,16,0.59,3.3103813559322037,BNDM,
rand16,2.0,256,16,1.17,1.669337606837607,BNDM,
rand16,2.0,8,16,1.39,1.4051258992805757,FAOSO4,
rand16,2.0,16,16,1.94,1.0067654639175259,FAOSO4,
rand16,2.0,32,16,0.72,2.712673611111111,FAOSO4,
rand16,2.0,64,16,1.06,1.842570754716981,FAOSO4,
rand16,2.0,128,16,1.38,1.415307971014493,FAOSO4,
rand16,2.0,256,16,1.12,1.743861607142857,FAOSO4,
rand16,2.0,8,16,2.45,0.7971938775510203,FS,
rand16,2.0,16,16,1.2,1.6276041666666667,FS,
rand16,2.0,32,16,0.91,2.1462912087912085,FS,
rand16,2.0,64,16,0.91,2.1462912087912085,FS,
rand16,2.0,128,16,0.84,2.3251488095238093,FS,
rand16,2.0,256,16,0.88,2.2194602272727275,FS,
rand16,2.0,8,16,0.71,2.750880281690141,FSBNDM,FSBNDM
rand16,2.0,16,16,0.67,2.915111940298507,FSBNDM,FSBNDM
rand16,2.0,32,16,0.48,4.069010416666667,FSBNDM,FSBNDM
rand16,2.0,64,16,1.0,1.953125,FSBNDM,
rand16,2.0,128,16,0.59,3.3103813559322037,FSBNDM,
rand16,2.0,256,16,0.6,3.2552083333333335,FSBNDM,
rand16,2.0,8,16,2.92,0.6688784246575342,HOR,
rand16,2.0,16,16,2.74,0.7128193430656934,HOR,
rand16,2.0,32,16,1.05,1.8601190476190474,HOR,
rand16,2.0,64,16,2.02,0.9668935643564356,HOR,
rand16,2.0,128,16,0.93,2.1001344086021505,HOR,
rand16,2.0,256,16,1.01,1.9337871287128712,HOR,
rand16,2.0,8,16,3.13,0.6240015974440895,KR,
rand16,2.0,16,16,4.28,0.4563376168224299,KR,
rand16,2.0,32,16,3.65,0.5351027397260274,KR,
rand16,2.0,64,16,3.37,0.5795623145400594,KR,
rand16,2.0,128,16,3.03,0.6445957095709571,KR,
rand16,2.0,256,16,4.3,0.45421511627906974,KR,
rand16,2.0,8,16,2.34,0.8346688034188035,LBNDM,
rand16,2.0,16,16,2.69,0.7260687732342008,LBNDM,
rand16,2.0,32,16,1.16,1.683728448275862,LBNDM,
rand16,2.0,64,16,0.55,3.5511363636363633,LBNDM,LBNDM
rand16,2.0,128,16,0.56,3.487723214285714,LBNDM,LBNDM
rand16,2.0,256,16,0.55,3.5511363636363633,LBNDM,LBNDM
rand16,2.0,8,16,2.93,0.6665955631399317,RAITA,
rand16,2.0,16,16,1.55,1.2600806451612903,RAITA,
rand16,2.0,32,16,1.41,1.385195035460993,RAITA,
rand16,2.0,64,16,1.35,1.446759259259259,RAITA,
rand16,2.0,128,16,0.9,2.170138888888889,RAITA,
rand16,2.0,256,16,1.4,1.3950892857142858,RAITA,
rand16,2.0,8,16,1.56,1.252003205128205,SO,
rand16,2.0,16,16,1.49,1.3108221476510067,SO,
rand16,2.0,32,16,1.98,0.9864267676767677,SO,
rand16,2.0,64,16,1.84,1.0614809782608694,SO,
rand16,2.0,128,16,3.08,0.6341314935064934,SO,
rand16,2.0,256,16,1.93,1.0119818652849741,SO,
rand16,2.0,8,16,5.84,0.3344392123287671,TW,
rand16,2.0,16,16,5.73,0.34085951134380454,TW,
rand16,2.0,32,16,6.05,0.3228305785123967,TW,
rand16,2.0,64,16,5.76,0.3390842013888889,TW,
rand16,2.0,128,16,6.56,0.2977324695121951,TW,
rand16,2.0,256,16,4.89,0.3994120654396728,TW,
rand16,4.0,8,16,4.26,0.9169600938967136,AOSO2,
rand16,4.0,16,16,4.42,0.8837669683257918,AOSO2,
rand16,4.0,32,16,2.85,1.3706140350877192,AOSO2,
rand16,4.0,64,16,3.79,1.0306728232189974,AOSO2,
rand16,4.0,128,16,5.0,0.78125,AOSO2,
rand16,4.0,256,16,4.05,0.9645061728395062,AOSO2,
rand16,4.0,8,16,7.08,0.5517302259887006,BM,
rand16,4.0,16,16,4.15,0.9412650602409638,BM,
rand16,4.0,32,16,4.66,0.8382510729613735,BM,
rand16,4.0,64,16,3.5,1.1160714285714286,BM,
rand16,4.0,128,16,4.59,0.8510348583877996,BM,
rand16,4.0,256,16,3.51,1.112891737891738,BM,
rand16,4.0,8,16,4.86,0.8037551440329217,BMH-SBNDM,
rand16,4.0,16,16,3.52,1.1097301136363638,BMH-SBNDM,
rand16,4.0,32,16,3.11,1.2560289389067525,BMH-SBNDM,
rand16,4.0,64,16,3.2,1.220703125,BMH-SBNDM,
rand16,4.0,128,16,2.83,1.3803003533568905,BMH-SBNDM,
rand16,4.0,256,16,2.77,1.4101985559566788,BMH-SBNDM,
rand16,4.0,8,16,6.62,0.5900679758308157,BNDM,
rand16,4.0,16,16,4.08,0.9574142156862745,BNDM,
rand16,4.0,32,16,1.29,3.0281007751937983,BNDM,BNDM
rand16,4.0,64,16,2.17,1.8001152073732718,BNDM,
rand16,4.0,128,16,1.51,2.5869205298013247,BNDM,
rand16,4.0,256,16,1.8,2.170138888888889,BNDM,
rand16,4.0,8,16,3.33,1.173048048048048,FAOSO4,
rand16,4.0,16,16,1.36,2.8722426470588234,FAOSO4,FAOSO4
rand16,4.0,32,16,1.98,1.9728535353535355,FAOSO4,
rand16,4.0,64,16,2.39,1.6344142259414225,FAOSO4,
rand16,4.0,128,16,2.65,1.474056603773585,FAOSO4,
rand16,4.0,256,16,2.28,1.7132675438596492,FAOSO4,
rand16,4.0,8,16,5.47,0.7141224862888482,FS,
rand16,4.0,16,16,4.17,0.9367505995203838,FS,
rand16,4.0,32,16,3.25,1.201923076923077,FS,
rand16,4.0,64,16,2.2,1.7755681818181817,FS,
rand16,4.0,128,16,2.55,1.5318627450980393,FS,
rand16,4.0,256,16,3.18,1.228380503144654,FS,
