Category,Text Size [MB],Pattern Length,Alphabet Size,Time [ms],Algorithm,Best Algo
rand8,50.0,32,8.0,92.36,FJS,
rand8,50.0,64,8.0,106.50,FJS,
rand8,50.0,128,8.0,121.19,FJS,
rand8,50.0,256,8.0,122.04,FJS,
rand8,50.0,512,8.0,116.12,FJS,
rand8,50.0,1024,8.0,100.44,FJS,
rand8,50.0,2,8.0,275.03,FS,
rand8,50.0,4,8.0,161.55,FS,
rand8,50.0,8,8.0,110.29,FS,
rand8,50.0,16,8.0,88.81,FS,
rand8,50.0,32,8.0,80.65,FS,
rand8,50.0,64,8.0,75.98,FS,
rand8,50.0,128,8.0,69.70,FS,
rand8,50.0,256,8.0,68.94,FS,
rand8,50.0,512,8.0,68.59,FS,
rand8,50.0,1024,8.0,63.33,FS,
rand8,50.0,2,8.0,175.64,FSBNDM,
rand8,50.0,4,8.0,99.67,FSBNDM,
rand8,50.0,8,8.0,66.15,FSBNDM,
rand8,50.0,16,8.0,51.84,FSBNDM,
rand8,50.0,32,8.0,42.68,FSBNDM,
rand8,50.0,64,8.0,43.14,FSBNDM,
rand8,50.0,128,8.0,43.46,FSBNDM,
rand8,50.0,256,8.0,45.93,FSBNDM,
rand8,50.0,512,8.0,41.86,FSBNDM,
rand8,50.0,1024,8.0,43.73,FSBNDM,
rand8,50.0,2,8.0,374.08,HOR,
rand8,50.0,4,8.0,217.04,HOR,
rand8,50.0,8,8.0,138.90,HOR,
rand8,50.0,16,8.0,102.06,HOR,
rand8,50.0,32,8.0,95.24,HOR,
rand8,50.0,64,8.0,93.80,HOR,
rand8,50.0,128,8.0,93.22,HOR,
rand8,50.0,256,8.0,90.49,HOR,
rand8,50.0,512,8.0,93.35,HOR,
rand8,50.0,1024,8.0,89.13,HOR,
rand8,50.0,2,8.0,214.26,KR,
rand8,50.0,4,8.0,163.55,KR,
rand8,50.0,8,8.0,153.12,KR,
rand8,50.0,16,8.0,152.03,KR,
rand8,50.0,32,8.0,150.86,KR,
rand8,50.0,64,8.0,149.84,KR,
rand8,50.0,128,8.0,151.40,KR,
rand8,50.0,256,8.0,150.13,KR,
rand8,50.0,512,8.0,149.86,KR,
rand8,50.0,1024,8.0,146.19,KR,
rand8,50.0,2,8.0,262.58,LBNDM,
rand8,50.0,4,8.0,205.26,LBNDM,
rand8,50.0,8,8.0,126.55,LBNDM,
rand8,50.0,16,8.0,70.45,LBNDM,
rand8,50.0,32,8.0,51.79,LBNDM,
rand8,50.0,64,8.0,41.84,LBNDM,
rand8,50.0,128,8.0,37.08,LBNDM,
rand8,50.0,256,8.0,36.82,LBNDM,
rand8,50.0,512,8.0,67.51,LBNDM,
rand8,50.0,1024,8.0,411.15,LBNDM,
rand8,50.0,2,8.0,268.53,RAITA,
rand8,50.0,4,8.0,162.06,RAITA,
rand8,50.0,8,8.0,110.98,RAITA,
rand8,50.0,16,8.0,90.45,RAITA,
rand8,50.0,32,8.0,79.85,RAITA,
rand8,50.0,64,8.0,83.69,RAITA,
rand8,50.0,128,8.0,80.31,RAITA,
rand8,50.0,256,8.0,80.29,RAITA,
rand8,50.0,512,8.0,81.63,RAITA,
rand8,50.0,1024,8.0,79.75,RAITA,
rand8,50.0,2,8.0,133.92,SBNDMQ2,
rand8,50.0,4,8.0,71.30,SBNDMQ2,
rand8,50.0,8,8.0,52.24,SBNDMQ2,SBNDMQ2
rand8,50.0,16,8.0,43.22,SBNDMQ2,
rand8,50.0,32,8.0,38.09,SBNDMQ2,SBNDMQ2
rand8,50.0,64,8.0,38.59,SBNDMQ2,
rand8,50.0,128,8.0,39.73,SBNDMQ2,
rand8,50.0,256,8.0,37.99,SBNDMQ2,
rand8,50.0,512,8.0,38.70,SBNDMQ2,
rand8,50.0,1024,8.0,40.13,SBNDMQ2,
rand8,50.0,2,8.0,99.68,SO,SO
rand8,50.0,4,8.0,97.68,SO,
rand8,50.0,8,8.0,99.36,SO,
rand8,50.0,16,8.0,97.59,SO,
rand8,50.0,32,8.0,101.54,SO,
rand8,50.0,64,8.0,103.86,SO,
rand8,50.0,128,8.0,105.04,SO,
rand8,50.0,256,8.0,104.18,SO,
rand8,50.0,512,8.0,109.56,SO,
rand8,50.0,1024,8.0,102.45,SO,
rand8,50.0,2,8.0,0.00,SSEF,
rand8,50.0,4,8.0,0.00,SSEF,
rand8,50.0,8,8.0,0.00,SSEF,
rand8,50.0,16,8.0,0.00,SSEF,
rand8,50.0,32,8.0,385.71,SSEF,
rand8,50.0,64,8.0,386.28,SSEF,
rand8,50.0,128,8.0,379.04,SSEF,
rand8,50.0,256,8.0,374.53,SSEF,
rand8,50.0,512,8.0,374.07,SSEF,
rand8,50.0,1024,8.0,387.38,SSEF,
rand8,50.0,2,8.0,0.00,TVSBS,
rand8,50.0,4,8.0,0.00,TVSBS,
rand8,50.0,8,8.0,0.00,TVSBS,
rand8,50.0,16,8.0,0.00,TVSBS,
rand8,50.0,32,8.0,0.00,TVSBS,
rand8,50.0,64,8.0,0.00,TVSBS,
rand8,50.0,128,8.0,0.00,TVSBS,
rand8,50.0,256,8.0,0.00,TVSBS,
rand8,50.0,512,8.0,0.00,TVSBS,
rand8,50.0,1024,8.0,0.00,TVSBS,
rand8,50.0,2,8.0,303.81,TW,
rand8,50.0,4,8.0,273.52,TW,
rand8,50.0,8,8.0,274.22,TW,
rand8,50.0,16,8.0,304.34,TW,
rand8,50.0,32,8.0,287.17,TW,
rand8,50.0,64,8.0,286.82,TW,
rand8,50.0,128,8.0,287.42,TW,
rand8,50.0,256,8.0,286.84,TW,
rand8,50.0,512,8.0,289.82,TW,
rand8,50.0,1024,8.0,282.52,TW,
rand16,1.0,2,16.0,0.00,AOSO2,
rand16,1.0,4,16.0,1.42,AOSO2,
rand16,1.0,8,16.0,1.31,AOSO2,
rand16,1.0,16,16.0,0.89,AOSO2,
rand16,1.0,32,16.0,1.35,AOSO2,
rand16,1.0,64,16.0,1.52,AOSO2,
rand16,1.0,128,16.0,0.87,AOSO2,
rand16,1.0,256,16.0,1.42,AOSO2,
rand16,1.0,512,16.0,1.42,AOSO2,
rand16,1.0,1024,16.0,1.38,AOSO2,
rand16,1.0,2,16.0,4.65,BM,
rand16,1.0,4,16.0,3.59,BM,
rand16,1.0,8,16.0,1.89,BM,
rand16,1.0,16,16.0,1.66,BM,
rand16,1.0,32,16.0,0.62,BM,
rand16,1.0,64,16.0,0.59,BM,
rand16,1.0,128,16.0,0.57,BM,
rand16,1.0,256,16.0,0.66,BM,
rand16,1.0,512,16.0,1.01,BM,
rand16,1.0,1024,16.0,0.80,BM,
rand16,1.0,2,16.0,3.38,BMH-SBNDM,
rand16,1.0,4,16.0,1.76,BMH-SBNDM,
rand16,1.0,8,16.0,0.83,BMH-SBNDM,
rand16,1.0,16,16.0,1.58,BMH-SBNDM,
rand16,1.0,32,16.0,0.62,BMH-SBNDM,
rand16,1.0,64,16.0,0.52,BMH-SBNDM,
rand16,1.0,128,16.0,0.47,BMH-SBNDM,
rand16,1.0,256,16.0,1.05,BMH-SBNDM,
rand16,1.0,512,16.0,0.47,BMH-SBNDM,
rand16,1.0,1024,16.0,0.66,BMH-SBNDM,
rand16,1.0,2,16.0,2.67,BNDM,
rand16,1.0,4,16.0,3.29,BNDM,
rand16,1.0,8,16.0,1.09,BNDM,
rand16,1.0,16,16.0,1.09,BNDM,
rand16,1.0,32,16.0,0.58,BNDM,
rand16,1.0,64,16.0,0.40,BNDM,
rand16,1.0,128,16.0,0.37,BNDM,
rand16,1.0,256,16.0,0.37,BNDM,
rand16,1.0,512,16.0,0.46,BNDM,
rand16,1.0,1024,16.0,0.57,BNDM,
rand16,1.0,2,16.0,1.47,EBOM,EBOM
rand16,1.0,4,16.0,1.09,EBOM,
rand16,1.0,8,16.0,0.59,EBOM,
rand16,1.0,16,16.0,0.37,EBOM,
rand16,1.0,32,16.0,0.32,EBOM,
rand16,1.0,64,16.0,0.61,EBOM,
rand16,1.0,128,16.0,0.83,EBOM,
rand16,1.0,256,16.0,0.34,EBOM,
rand16,1.0,512,16.0,0.49,EBOM,
rand16,1.0,1024,16.0,1.08,EBOM,
rand16,1.0,2,16.0,0.00,FAOSO4,
rand16,1.0,4,16.0,0.00,FAOSO4,
rand16,1.0,8,16.0,0.76,FAOSO4,
rand16,1.0,16,16.0,0.93,FAOSO4,
rand16,1.0,32,16.0,0.58,FAOSO4,
rand16,1.0,64,16.0,1.00,FAOSO4,
rand16,1.0,128,16.0,0.58,FAOSO4,
rand16,1.0,256,16.0,0.60,FAOSO4,
rand16,1.0,512,16.0,0.57,FAOSO4,
rand16,1.0,1024,16.0,1.06,FAOSO4,
rand16,1.0,2,16.0,2.03,FJS,
rand16,1.0,4,16.0,0.96,FJS,
rand16,1.0,8,16.0,5.40,FJS,
rand16,1.0,16,16.0,0.89,FJS,
rand16,1.0,32,16.0,0.89,FJS,
rand16,1.0,64,16.0,0.72,FJS,
rand16,1.0,128,16.0,0.92,FJS,
rand16,1.0,256,16.0,1.54,FJS,
rand16,1.0,512,16.0,0.93,FJS,
rand16,1.0,1024,16.0,0.98,FJS,
rand16,1.0,2,16.0,4.35,FS,
rand16,1.0,4,16.0,1.58,FS,
rand16,1.0,8,16.0,0.96,FS,
rand16,1.0,16,16.0,0.62,FS,
rand16,1.0,32,16.0,0.51,FS,
rand16,1.0,64,16.0,0.51,FS,
rand16,1.0,128,16.0,1.25,FS,
rand16,1.0,256,16.0,0.47,FS,
rand16,1.0,512,16.0,0.55,FS,
rand16,1.0,1024,16.0,0.44,FS,
rand16,1.0,2,16.0,1.61,FSBNDM,
rand16,1.0,4,16.0,0.70,FSBNDM,
rand16,1.0,8,16.0,0.52,FSBNDM,FSBNDM
rand16,1.0,16,16.0,0.35,FSBNDM,
rand16,1.0,32,16.0,0.33,FSBNDM,
rand16,1.0,64,16.0,0.29,FSBNDM,
rand16,1.0,128,16.0,0.33,FSBNDM,
rand16,1.0,256,16.0,0.33,FSBNDM,
rand16,1.0,512,16.0,0.31,FSBNDM,
rand16,1.0,1024,16.0,0.35,FSBNDM,
rand16,1.0,2,16.0,4.90,HOR,
rand16,1.0,4,16.0,3.16,HOR,
rand16,1.0,8,16.0,1.51,HOR,
rand16,1.0,16,16.0,1.17,HOR,
rand16,1.0,32,16.0,0.94,HOR,
rand16,1.0,64,16.0,1.02,HOR,
rand16,1.0,128,16.0,0.69,HOR,
rand16,1.0,256,16.0,0.57,HOR,
rand16,1.0,512,16.0,0.98,HOR,
rand16,1.0,1024,16.0,0.87,HOR,
rand16,1.0,2,16.0,2.43,KR,
rand16,1.0,4,16.0,3.24,KR,
rand16,1.0,8,16.0,2.60,KR,
rand16,1.0,16,16.0,3.12,KR,
rand16,1.0,32,16.0,2.13,KR,
rand16,1.0,64,16.0,2.63,KR,
rand16,1.0,128,16.0,3.50,KR,
rand16,1.0,256,16.0,2.15,KR,
rand16,1.0,512,16.0,1.68,KR,
rand16,1.0,1024,16.0,1.99,KR,
rand16,1.0,2,16.0,2.90,LBNDM,
rand16,1.0,4,16.0,3.32,LBNDM,
rand16,1.0,8,16.0,1.06,LBNDM,
rand16,1.0,16,16.0,0.85,LBNDM,
rand16,1.0,32,16.0,0.40,LBNDM,
rand16,1.0,64,16.0,0.48,LBNDM,
rand16,1.0,128,16.0,0.77,LBNDM,
rand16,1.0,256,16.0,0.30,LBNDM,
rand16,1.0,512,16.0,0.28,LBNDM,LBNDM
rand16,1.0,1024,16.0,0.52,LBNDM,
rand16,1.0,2,16.0,3.39,RAITA,
rand16,1.0,4,16.0,2.18,RAITA,
rand16,1.0,8,16.0,1.08,RAITA,
rand16,1.0,16,16.0,0.91,RAITA,
rand16,1.0,32,16.0,0.56,RAITA,
rand16,1.0,64,16.0,0.77,RAITA,
rand16,1.0,128,16.0,0.51,RAITA,
rand16,1.0,256,16.0,0.55,RAITA,
rand16,1.0,512,16.0,0.48,RAITA,
rand16,1.0,1024,16.0,0.95,RAITA,
rand16,1.0,2,16.0,2.49,SBNDMQ2,
rand16,1.0,4,16.0,0.60,SBNDMQ2,SBNDMQ2
rand16,1.0,8,16.0,0.97,SBNDMQ2,
rand16,1.0,16,16.0,0.34,SBNDMQ2,SBNDMQ2
rand16,1.0,32,16.0,0.29,SBNDMQ2,SBNDMQ2
rand16,1.0,64,16.0,0.26,SBNDMQ2,SBNDMQ2
rand16,1.0,128,16.0,0.29,SBNDMQ2,SBNDMQ2
rand16,1.0,256,16.0,0.28,SBNDMQ2,SBNDMQ2
rand16,1.0,512,16.0,0.31,SBNDMQ2,
rand16,1.0,1024,16.0,0.29,SBNDMQ2,SBNDMQ2
rand16,1.0,2,16.0,1.60,SO,
rand16,1.0,4,16.0,1.14,SO,
rand16,1.0,8,16.0,1.47,SO,
rand16,1.0,16,16.0,1.09,SO,
rand16,1.0,32,16.0,1.58,SO,
rand16,1.0,64,16.0,1.38,SO,
rand16,1.0,128,16.0,2.12,SO,
rand16,1.0,256,16.0,1.03,SO,
rand16,1.0,512,16.0,2.14,SO,
rand16,1.0,1024,16.0,2.10,SO,
rand16,1.0,2,16.0,0.00,SSEF,
rand16,1.0,4,16.0,0.00,SSEF,
rand16,1.0,8,16.0,0.00,SSEF,
rand16,1.0,16,16.0,0.00,SSEF,
rand16,1.0,32,16.0,6.87,SSEF,
rand16,1.0,64,16.0,6.94,SSEF,
rand16,1.0,128,16.0,6.32,SSEF,
rand16,1.0,256,16.0,7.18,SSEF,
rand16,1.0,512,16.0,6.33,SSEF,
rand16,1.0,1024,16.0,9.37,SSEF,
rand16,1.0,2,16.0,143.65,TVSBS,
rand16,1.0,4,16.0,72.44,TVSBS,
rand16,1.0,8,16.0,43.46,TVSBS,
rand16,1.0,16,16.0,34.87,TVSBS,
rand16,1.0,32,16.0,34.04,TVSBS,
rand16,1.0,64,16.0,20.87,TVSBS,
rand16,1.0,128,16.0,22.63,TVSBS,
rand16,1.0,256,16.0,44.66,TVSBS,
rand16,1.0,512,16.0,45.60,TVSBS,
rand16,1.0,1024,16.0,74.13,TVSBS,
rand16,1.0,2,16.0,3.27,TW,
rand16,1.0,4,16.0,3.40,TW,
rand16,1.0,8,16.0,3.45,TW,
rand16,1.0,16,16.0,3.00,TW,
rand16,1.0,32,16.0,4.75,TW,
rand16,1.0,64,16.0,5.16,TW,
rand16,1.0,128,16.0,4.27,TW,
rand16,1.0,256,16.0,4.61,TW,
rand16,1.0,512,16.0,4.34,TW,
rand16,1.0,1024,16.0,3.59,TW,
rand16,5.0,2,16.0,0.00,AOSO2,
rand16,5.0,4,16.0,9.23,AOSO2,
rand16,5.0,8,16.0,6.98,AOSO2,
rand16,5.0,16,16.0,7.21,AOSO2,
rand16,5.0,32,16.0,7.29,AOSO2,
rand16,5.0,64,16.0,8.11,AOSO2,
rand16,5.0,128,16.0,6.33,AOSO2,
rand16,5.0,256,16.0,7.97,AOSO2,
rand16,5.0,512,16.0,7.08,AOSO2,
rand16,5.0,1024,16.0,7.09,AOSO2,
rand16,5.0,2,16.0,31.28,BM,
rand16,5.0,4,16.0,16.71,BM,
rand16,5.0,8,16.0,9.22,BM,
rand16,5.0,16,16.0,8.55,BM,
rand16,5.0,32,16.0,5.56,BM,
rand16,5.0,64,16.0,4.83,BM,
rand16,5.0,128,16.0,4.36,BM,
rand16,5.0,256,16.0,5.18,BM,
rand16,5.0,512,16.0,5.16,BM,
rand16,5.0,1024,16.0,5.58,BM,
rand16,5.0,2,16.0,21.08,BMH-SBNDM,
rand16,5.0,4,16.0,10.91,BMH-SBNDM,
rand16,5.0,8,16.0,7.97,BMH-SBNDM,
rand16,5.0,16,16.0,5.07,BMH-SBNDM,
rand16,5.0,32,16.0,3.06,BMH-SBNDM,
rand16,5.0,64,16.0,3.91,BMH-SBNDM,
rand16,5.0,128,16.0,4.93,BMH-SBNDM,
rand16,5.0,256,16.0,4.31,BMH-SBNDM,
rand16,5.0,512,16.0,4.08,BMH-SBNDM,
rand16,5.0,1024,16.0,4.61,BMH-SBNDM,
rand16,5.0,2,16.0,15.48,BNDM,
rand16,5.0,4,16.0,11.92,BNDM,
rand16,5.0,8,16.0,9.26,BNDM,
rand16,5.0,16,16.0,6.05,BNDM,
rand16,5.0,32,16.0,3.81,BNDM,
rand16,5.0,64,16.0,3.46,BNDM,
rand16,5.0,128,16.0,3.11,BNDM,
rand16,5.0,256,16.0,3.50,BNDM,
rand16,5.0,512,16.0,3.38,BNDM,
rand16,5.0,1024,16.0,3.35,BNDM,
rand16,5.0,2,16.0,11.22,EBOM,
rand16,5.0,4,16.0,5.57,EBOM,
rand16,5.0,8,16.0,3.97,EBOM,
rand16,5.0,16,16.0,1.78,EBOM,EBOM
rand16,5.0,32,16.0,2.73,EBOM,
rand16,5.0,64,16.0,2.12,EBOM,
rand16,5.0,128,16.0,1.98,EBOM,EBOM
rand16,5.0,256,16.0,2.81,EBOM,
rand16,5.0,512,16.0,1.91,EBOM,EBOM
rand16,5.0,1024,16.0,2.22,EBOM,
rand16,5.0,2,16.0,0.00,FAOSO4,
rand16,5.0,4,16.0,0.00,FAOSO4,
rand16,5.0,8,16.0,5.19,FAOSO4,
rand16,5.0,16,16.0,4.87,FAOSO4,
rand16,5.0,32,16.0,4.35,FAOSO4,
rand16,5.0,64,16.0,4.84,FAOSO4,
rand16,5.0,128,16.0,3.87,FAOSO4,
rand16,5.0,256,16.0,6.82,FAOSO4,
rand16,5.0,512,16.0,4.27,FAOSO4,
rand16,5.0,1024,16.0,4.48,FAOSO4,
rand16,5.0,2,16.0,19.04,FJS,
rand16,5.0,4,16.0,6.94,FJS,
rand16,5.0,8,16.0,4.44,FJS,
rand16,5.0,16,16.0,3.26,FJS,
rand16,5.0,32,16.0,3.22,FJS,
rand16,5.0,64,16.0,3.15,FJS,
rand16,5.0,128,16.0,3.03,FJS,
rand16,5.0,256,16.0,2.16,FJS,
rand16,5.0,512,16.0,10.86,FJS,
rand16,5.0,1024,16.0,2.68,FJS,
rand16,5.0,2,16.0,21.18,FS,
rand16,5.0,4,16.0,11.67,FS,
rand16,5.0,8,16.0,8.52,FS,
rand16,5.0,16,16.0,5.02,FS,
rand16,5.0,32,16.0,3.47,FS,
rand16,5.0,64,16.0,3.93,FS,
rand16,5.0,128,16.0,3.40,FS,
rand16,5.0,256,16.0,4.21,FS,
rand16,5.0,512,16.0,3.52,FS,
rand16,5.0,1024,16.0,3.88,FS,
rand16,5.0,2,16.0,8.11,FSBNDM,FSBNDM
rand16,5.0,4,16.0,5.48,FSBNDM,
rand16,5.0,8,16.0,4.20,FSBNDM,
rand16,5.0,16,16.0,2.73,FSBNDM,
rand16,5.0,32,16.0,2.65,FSBNDM,FSBNDM
rand16,5.0,64,16.0,2.51,FSBNDM,
rand16,5.0,128,16.0,2.62,FSBNDM,
rand16,5.0,256,16.0,2.64,FSBNDM,
rand16,5.0,512,16.0,2.21,FSBNDM,
rand16,5.0,1024,16.0,2.52,FSBNDM,
rand16,5.0,2,16.0,26.66,HOR,
rand16,5.0,4,16.0,15.32,HOR,
rand16,5.0,8,16.0,8.71,HOR,
rand16,5.0,16,16.0,6.10,HOR,
rand16,5.0,32,16.0,4.46,HOR,
rand16,5.0,64,16.0,3.27,HOR,
rand16,5.0,128,16.0,5.52,HOR,
rand16,5.0,256,16.0,5.27,HOR,
rand16,5.0,512,16.0,4.16,HOR,
rand16,5.0,1024,16.0,4.34,HOR,
rand16,5.0,2,16.0,18.29,KR,
rand16,5.0,4,16.0,14.42,KR,
rand16,5.0,8,16.0,13.11,KR,
rand16,5.0,16,16.0,14.12,KR,
rand16,5.0,32,16.0,14.55,KR,
rand16,5.0,64,16.0,12.59,KR,
rand16,5.0,128,16.0,13.17,KR,
rand16,5.0,256,16.0,15.23,KR,
rand16,5.0,512,16.0,16.21,KR,
rand16,5.0,1024,16.0,15.68,KR,
rand16,5.0,2,16.0,16.66,LBNDM,
rand16,5.0,4,16.0,11.59,LBNDM,
rand16,5.0,8,16.0,10.22,LBNDM,
rand16,5.0,16,16.0,6.80,LBNDM,
rand16,5.0,32,16.0,2.96,LBNDM,
rand16,5.0,64,16.0,3.36,LBNDM,
rand16,5.0,128,16.0,2.58,LBNDM,
rand16,5.0,256,16.0,1.84,LBNDM,LBNDM
rand16,5.0,512,16.0,2.66,LBNDM,
rand16,5.0,1024,16.0,4.73,LBNDM,
rand16,5.0,2,16.0,22.50,RAITA,
rand16,5.0,4,16.0,10.33,RAITA,
rand16,5.0,8,16.0,8.06,RAITA,
rand16,5.0,16,16.0,5.42,RAITA,
rand16,5.0,32,16.0,4.10,RAITA,
rand16,5.0,64,16.0,4.38,RAITA,
rand16,5.0,128,16.0,4.45,RAITA,
rand16,5.0,256,16.0,3.89,RAITA,
rand16,5.0,512,16.0,2.60,RAITA,
rand16,5.0,1024,16.0,3.56,RAITA,
rand16,5.0,2,16.0,11.20,SBNDMQ2,
rand16,5.0,4,16.0,4.06,SBNDMQ2,SBNDMQ2
rand16,5.0,8,16.0,2.84,SBNDMQ2,SBNDMQ2
rand16,5.0,16,16.0,1.96,SBNDMQ2,
rand16,5.0,32,16.0,2.84,SBNDMQ2,
rand16,5.0,64,16.0,1.90,SBNDMQ2,SBNDMQ2
rand16,5.0,128,16.0,2.16,SBNDMQ2,
rand16,5.0,256,16.0,2.57,SBNDMQ2,
rand16,5.0,512,16.0,1.94,SBNDMQ2,
rand16,5.0,1024,16.0,1.56,SBNDMQ2,SBNDMQ2
rand16,5.0,2,16.0,9.71,SO,
rand16,5.0,4,16.0,8.86,SO,
rand16,5.0,8,16.0,9.23,SO,
rand16,5.0,16,16.0,7.76,SO,
rand16,5.0,32,16.0,10.40,SO,
rand16,5.0,64,16.0,9.90,SO,
rand16,5.0,128,16.0,8.18,SO,
rand16,5.0,256,16.0,8.70,SO,
rand16,5.0,512,16.0,8.57,SO,
rand16,5.0,1024,16.0,9.56,SO,
rand16,5.0,2,16.0,0.00,SSEF,
rand16,5.0,4,16.0,0.00,SSEF,
rand16,5.0,8,16.0,0.00,SSEF,
rand16,5.0,16,16.0,0.00,SSEF,
rand16,5.0,32,16.0,37.09,SSEF,
rand16,5.0,64,16.0,38.15,SSEF,
rand16,5.0,128,16.0,35.45,SSEF,
rand16,5.0,256,16.0,35.35,SSEF,
rand16,5.0,512,16.0,38.50,SSEF,
rand16,5.0,1024,16.0,36.50,SSEF,
rand16,5.0,2,16.0,904.94,TVSBS,
rand16,5.0,4,16.0,582.73,TVSBS,
rand16,5.0,8,16.0,404.71,TVSBS,
rand16,5.0,16,16.0,258.80,TVSBS,
rand16,5.0,32,16.0,215.11,TVSBS,
rand16,5.0,64,16.0,231.96,TVSBS,
rand16,5.0,128,16.0,109.88,TVSBS,
rand16,5.0,256,16.0,207.67,TVSBS,
rand16,5.0,512,16.0,169.21,TVSBS,
rand16,5.0,1024,16.0,126.81,TVSBS,
rand16,5.0,2,16.0,23.46,TW,
rand16,5.0,4,16.0,25.54,TW,
rand16,5.0,8,16.0,23.89,TW,
rand16,5.0,16,16.0,20.76,TW,
rand16,5.0,32,16.0,23.48,TW,
rand16,5.0,64,16.0,22.77,TW,
rand16,5.0,128,16.0,22.25,TW,
rand16,5.0,256,16.0,22.09,TW,
rand16,5.0,512,16.0,22.30,TW,
rand16,5.0,1024,16.0,22.13,TW,
rand16,10.0,2,16.0,0.00,AOSO2,
rand16,10.0,4,16.0,18.14,AOSO2,
rand16,10.0,8,16.0,14.22,AOSO2,
rand16,10.0,16,16.0,15.36,AOSO2,
rand16,10.0,32,16.0,16.51,AOSO2,
rand16,10.0,64,16.0,15.40,AOSO2,
rand16,10.0,128,16.0,15.80,AOSO2,
rand16,10.0,256,16.0,14.98,AOSO2,
rand16,10.0,512,16.0,16.43,AOSO2,
rand16,10.0,1024,16.0,17.87,AOSO2,
rand16,10.0,2,16.0,61.90,BM,
rand16,10.0,4,16.0,32.99,BM,
rand16,10.0,8,16.0,20.04,BM,
rand16,10.0,16,16.0,13.38,BM,
rand16,10.0,32,16.0,12.64,BM,
rand16,10.0,64,16.0,9.59,BM,
rand16,10.0,128,16.0,11.39,BM,
rand16,10.0,256,16.0,11.59,BM,
rand16,10.0,512,16.0,9.77,BM,
rand16,10.0,1024,16.0,9.10,BM,
rand16,10.0,2,16.0,42.08,BMH-SBNDM,
rand16,10.0,4,16.0,22.96,BMH-SBNDM,
rand16,10.0,8,16.0,15.68,BMH-SBNDM,
rand16,10.0,16,16.0,9.87,BMH-SBNDM,
rand16,10.0,32,16.0,8.72,BMH-SBNDM,
rand16,10.0,64,16.0,8.87,BMH-SBNDM,
rand16,10.0,128,16.0,10.16,BMH-SBNDM,
rand16,10.0,256,16.0,8.31,BMH-SBNDM,
rand16,10.0,512,16.0,9.20,BMH-SBNDM,
rand16,10.0,1024,16.0,9.68,BMH-SBNDM,
rand16,10.0,2,16.0,32.69,BNDM,
rand16,10.0,4,16.0,26.59,BNDM,
rand16,10.0,8,16.0,21.85,BNDM,
rand16,10.0,16,16.0,16.01,BNDM,
rand16,10.0,32,16.0,8.33,BNDM,
rand16,10.0,64,16.0,6.91,BNDM,
rand16,10.0,128,16.0,6.97,BNDM,
rand16,10.0,256,16.0,5.71,BNDM,
rand16,10.0,512,16.0,5.93,BNDM,
rand16,10.0,1024,16.0,7.34,BNDM,
rand16,10.0,2,16.0,22.33,EBOM,
rand16,10.0,4,16.0,9.17,EBOM,EBOM
rand16,10.0,8,16.0,6.80,EBOM,EBOM
rand16,10.0,16,16.0,5.41,EBOM,EBOM
rand16,10.0,32,16.0,5.43,EBOM,
rand16,10.0,64,16.0,4.77,EBOM,EBOM
rand16,10.0,128,16.0,5.75,EBOM,
rand16,10.0,256,16.0,4.30,EBOM,EBOM
rand16,10.0,512,16.0,3.73,EBOM,EBOM
rand16,10.0,1024,16.0,3.95,EBOM,EBOM
rand16,10.0,2,16.0,0.00,FAOSO4,
rand16,10.0,4,16.0,0.00,FAOSO4,
rand16,10.0,8,16.0,8.80,FAOSO4,
rand16,10.0,16,16.0,9.83,FAOSO4,
rand16,10.0,32,16.0,9.28,FAOSO4,
rand16,10.0,64,16.0,10.00,FAOSO4,
rand16,10.0,128,16.0,10.30,FAOSO4,
rand16,10.0,256,16.0,9.05,FAOSO4,
rand16,10.0,512,16.0,10.26,FAOSO4,
rand16,10.0,1024,16.0,9.07,FAOSO4,
rand16,10.0,2,16.0,31.21,FJS,
rand16,10.0,4,16.0,28.13,FJS,
rand16,10.0,8,16.0,15.17,FJS,
rand16,10.0,16,16.0,20.16,FJS,
rand16,10.0,32,16.0,6.29,FJS,
rand16,10.0,64,16.0,6.23,FJS,
rand16,10.0,128,16.0,5.35,FJS,
rand16,10.0,256,16.0,6.19,FJS,
rand16,10.0,512,16.0,6.18,FJS,
rand16,10.0,1024,16.0,7.55,FJS,
rand16,10.0,2,16.0,44.15,FS,
rand16,10.0,4,16.0,25.76,FS,
rand16,10.0,8,16.0,15.35,FS,
rand16,10.0,16,16.0,12.13,FS,
rand16,10.0,32,16.0,9.32,FS,
rand16,10.0,64,16.0,7.56,FS,
rand16,10.0,128,16.0,9.15,FS,
rand16,10.0,256,16.0,8.08,FS,
rand16,10.0,512,16.0,7.60,FS,
rand16,10.0,1024,16.0,8.39,FS,
rand16,10.0,2,16.0,22.33,FSBNDM,
rand16,10.0,4,16.0,11.53,FSBNDM,
rand16,10.0,8,16.0,6.96,FSBNDM,
rand16,10.0,16,16.0,6.49,FSBNDM,
rand16,10.0,32,16.0,5.47,FSBNDM,
rand16,10.0,64,16.0,5.09,FSBNDM,
rand16,10.0,128,16.0,3.99,FSBNDM,FSBNDM
rand16,10.0,256,16.0,5.54,FSBNDM,
rand16,10.0,512,16.0,4.09,FSBNDM,
rand16,10.0,1024,16.0,5.26,FSBNDM,
