Category,Text Size [MB],Pattern Length,Alphabet Size,Time [ms],Algorithm,Best Algo
rand128,50.0,256,128.0,0.00,TVSBS,
rand128,50.0,512,128.0,0.00,TVSBS,
rand128,50.0,1024,128.0,1554.76,TVSBS,
rand128,50.0,2,128.0,196.75,TW,
rand128,50.0,4,128.0,186.32,TW,
rand128,50.0,8,128.0,186.36,TW,
rand128,50.0,16,128.0,185.10,TW,
rand128,50.0,32,128.0,188.87,TW,
rand128,50.0,64,128.0,186.27,TW,
rand128,50.0,128,128.0,185.47,TW,
rand128,50.0,256,128.0,190.42,TW,
rand128,50.0,512,128.0,186.52,TW,
rand128,50.0,1024,128.0,183.61,TW,
rand250,1.0,2,250.0,0.00,AOSO2,
rand250,1.0,4,250.0,0.90,AOSO2,
rand250,1.0,8,250.0,1.79,AOSO2,
rand250,1.0,16,250.0,0.98,AOSO2,
rand250,1.0,32,250.0,1.35,AOSO2,
rand250,1.0,64,250.0,1.18,AOSO2,
rand250,1.0,128,250.0,0.85,AOSO2,
rand250,1.0,256,250.0,0.89,AOSO2,
rand250,1.0,512,250.0,1.41,AOSO2,
rand250,1.0,1024,250.0,1.84,AOSO2,
rand250,1.0,2,250.0,5.03,BM,
rand250,1.0,4,250.0,2.92,BM,
rand250,1.0,8,250.0,1.26,BM,
rand250,1.0,16,250.0,0.56,BM,
rand250,1.0,32,250.0,0.37,BM,
rand250,1.0,64,250.0,0.35,BM,
rand250,1.0,128,250.0,0.33,BM,
rand250,1.0,256,250.0,0.37,BM,
rand250,1.0,512,250.0,0.41,BM,
rand250,1.0,1024,250.0,0.35,BM,
rand250,1.0,2,250.0,2.77,BMH-SBNDM,
rand250,1.0,4,250.0,1.98,BMH-SBNDM,
rand250,1.0,8,250.0,0.65,BMH-SBNDM,
rand250,1.0,16,250.0,0.41,BMH-SBNDM,
rand250,1.0,32,250.0,0.73,BMH-SBNDM,
rand250,1.0,64,250.0,0.31,BMH-SBNDM,
rand250,1.0,128,250.0,0.32,BMH-SBNDM,
rand250,1.0,256,250.0,0.41,BMH-SBNDM,
rand250,1.0,512,250.0,0.35,BMH-SBNDM,
rand250,1.0,1024,250.0,0.80,BMH-SBNDM,
rand250,1.0,2,250.0,2.48,BNDM,
rand250,1.0,4,250.0,1.14,BNDM,
rand250,1.0,8,250.0,0.90,BNDM,
rand250,1.0,16,250.0,0.34,BNDM,
rand250,1.0,32,250.0,0.30,BNDM,
rand250,1.0,64,250.0,0.27,BNDM,
rand250,1.0,128,250.0,0.76,BNDM,
rand250,1.0,256,250.0,0.40,BNDM,
rand250,1.0,512,250.0,0.29,BNDM,
rand250,1.0,1024,250.0,0.25,BNDM,BNDM
rand250,1.0,2,250.0,3.17,EBOM,
rand250,1.0,4,250.0,0.80,EBOM,
rand250,1.0,8,250.0,0.54,EBOM,
rand250,1.0,16,250.0,0.90,EBOM,
rand250,1.0,32,250.0,0.41,EBOM,
rand250,1.0,64,250.0,0.30,EBOM,
rand250,1.0,128,250.0,0.88,EBOM,
rand250,1.0,256,250.0,0.65,EBOM,
rand250,1.0,512,250.0,0.44,EBOM,
rand250,1.0,1024,250.0,1.26,EBOM,
rand250,1.0,2,250.0,0.00,FAOSO4,
rand250,1.0,4,250.0,0.00,FAOSO4,
rand250,1.0,8,250.0,0.91,FAOSO4,
rand250,1.0,16,250.0,0.95,FAOSO4,
rand250,1.0,32,250.0,1.09,FAOSO4,
rand250,1.0,64,250.0,1.01,FAOSO4,
rand250,1.0,128,250.0,0.96,FAOSO4,
rand250,1.0,256,250.0,0.57,FAOSO4,
rand250,1.0,512,250.0,0.73,FAOSO4,
rand250,1.0,1024,250.0,0.74,FAOSO4,
rand250,1.0,2,250.0,49.39,FJS,
rand250,1.0,4,250.0,1.23,FJS,
rand250,1.0,8,250.0,0.76,FJS,
rand250,1.0,16,250.0,2.06,FJS,
rand250,1.0,32,250.0,0.88,FJS,
rand250,1.0,64,250.0,0.88,FJS,
rand250,1.0,128,250.0,0.95,FJS,
rand250,1.0,256,250.0,0.86,FJS,
rand250,1.0,512,250.0,0.64,FJS,
rand250,1.0,1024,250.0,0.72,FJS,
rand250,1.0,2,250.0,3.08,FS,
rand250,1.0,4,250.0,1.27,FS,
rand250,1.0,8,250.0,1.01,FS,
rand250,1.0,16,250.0,0.42,FS,
rand250,1.0,32,250.0,0.36,FS,
rand250,1.0,64,250.0,0.30,FS,
rand250,1.0,128,250.0,0.31,FS,
rand250,1.0,256,250.0,0.58,FS,
rand250,1.0,512,250.0,0.39,FS,
rand250,1.0,1024,250.0,0.34,FS,
rand250,1.0,2,250.0,1.09,FSBNDM,FSBNDM
rand250,1.0,4,250.0,1.43,FSBNDM,
rand250,1.0,8,250.0,0.76,FSBNDM,
rand250,1.0,16,250.0,0.80,FSBNDM,
rand250,1.0,32,250.0,0.30,FSBNDM,
rand250,1.0,64,250.0,0.47,FSBNDM,
rand250,1.0,128,250.0,0.36,FSBNDM,
rand250,1.0,256,250.0,0.23,FSBNDM,FSBNDM
rand250,1.0,512,250.0,0.71,FSBNDM,
rand250,1.0,1024,250.0,0.25,FSBNDM,FSBNDM
rand250,1.0,2,250.0,4.24,HOR,
rand250,1.0,4,250.0,1.75,HOR,
rand250,1.0,8,250.0,0.84,HOR,
rand250,1.0,16,250.0,0.66,HOR,
rand250,1.0,32,250.0,0.55,HOR,
rand250,1.0,64,250.0,0.32,HOR,
rand250,1.0,128,250.0,0.45,HOR,
rand250,1.0,256,250.0,0.29,HOR,
rand250,1.0,512,250.0,0.32,HOR,
rand250,1.0,1024,250.0,0.37,HOR,
rand250,1.0,2,250.0,2.69,KR,
rand250,1.0,4,250.0,2.54,KR,
rand250,1.0,8,250.0,2.19,KR,
rand250,1.0,16,250.0,2.39,KR,
rand250,1.0,32,250.0,1.51,KR,
rand250,1.0,64,250.0,1.50,KR,
rand250,1.0,128,250.0,1.78,KR,
rand250,1.0,256,250.0,1.65,KR,
rand250,1.0,512,250.0,1.94,KR,
rand250,1.0,1024,250.0,2.60,KR,
rand250,1.0,2,250.0,1.10,LBNDM,
rand250,1.0,4,250.0,0.74,LBNDM,LBNDM
rand250,1.0,8,250.0,0.39,LBNDM,
rand250,1.0,16,250.0,0.37,LBNDM,
rand250,1.0,32,250.0,0.33,LBNDM,
rand250,1.0,64,250.0,0.58,LBNDM,
rand250,1.0,128,250.0,0.28,LBNDM,
rand250,1.0,256,250.0,0.75,LBNDM,
rand250,1.0,512,250.0,0.23,LBNDM,LBNDM
rand250,1.0,1024,250.0,0.79,LBNDM,
rand250,1.0,2,250.0,3.13,RAITA,
rand250,1.0,4,250.0,1.05,RAITA,
rand250,1.0,8,250.0,1.09,RAITA,
rand250,1.0,16,250.0,0.41,RAITA,
rand250,1.0,32,250.0,0.32,RAITA,
rand250,1.0,64,250.0,0.28,RAITA,
rand250,1.0,128,250.0,0.30,RAITA,
rand250,1.0,256,250.0,0.42,RAITA,
rand250,1.0,512,250.0,0.32,RAITA,
rand250,1.0,1024,250.0,0.62,RAITA,
rand250,1.0,2,250.0,1.30,SBNDMQ2,
rand250,1.0,4,250.0,0.86,SBNDMQ2,
rand250,1.0,8,250.0,0.32,SBNDMQ2,SBNDMQ2
rand250,1.0,16,250.0,0.28,SBNDMQ2,SBNDMQ2
rand250,1.0,32,250.0,0.24,SBNDMQ2,SBNDMQ2
rand250,1.0,64,250.0,0.32,SBNDMQ2,
rand250,1.0,128,250.0,0.25,SBNDMQ2,
rand250,1.0,256,250.0,0.27,SBNDMQ2,
rand250,1.0,512,250.0,0.24,SBNDMQ2,
rand250,1.0,1024,250.0,0.26,SBNDMQ2,
rand250,1.0,2,250.0,1.55,SO,
rand250,1.0,4,250.0,1.13,SO,
rand250,1.0,8,250.0,1.02,SO,
rand250,1.0,16,250.0,1.00,SO,
rand250,1.0,32,250.0,1.07,SO,
rand250,1.0,64,250.0,1.56,SO,
rand250,1.0,128,250.0,1.68,SO,
rand250,1.0,256,250.0,1.21,SO,
rand250,1.0,512,250.0,1.20,SO,
rand250,1.0,1024,250.0,2.46,SO,
rand250,1.0,2,250.0,0.00,SSEF,
rand250,1.0,4,250.0,0.00,SSEF,
rand250,1.0,8,250.0,0.00,SSEF,
rand250,1.0,16,250.0,0.00,SSEF,
rand250,1.0,32,250.0,0.45,SSEF,
rand250,1.0,64,250.0,0.26,SSEF,SSEF
rand250,1.0,128,250.0,0.24,SSEF,SSEF
rand250,1.0,256,250.0,0.95,SSEF,
rand250,1.0,512,250.0,0.33,SSEF,
rand250,1.0,1024,250.0,0.25,SSEF,SSEF
rand250,1.0,2,250.0,183.36,TVSBS,
rand250,1.0,4,250.0,170.45,TVSBS,
rand250,1.0,8,250.0,149.15,TVSBS,
rand250,1.0,16,250.0,44.09,TVSBS,
rand250,1.0,32,250.0,33.01,TVSBS,
rand250,1.0,64,250.0,23.00,TVSBS,
rand250,1.0,128,250.0,20.29,TVSBS,
rand250,1.0,256,250.0,30.52,TVSBS,
rand250,1.0,512,250.0,11.21,TVSBS,
rand250,1.0,1024,250.0,46.15,TVSBS,
rand250,1.0,2,250.0,2.83,TW,
rand250,1.0,4,250.0,3.52,TW,
rand250,1.0,8,250.0,2.26,TW,
rand250,1.0,16,250.0,3.20,TW,
rand250,1.0,32,250.0,2.77,TW,
rand250,1.0,64,250.0,3.32,TW,
rand250,1.0,128,250.0,2.28,TW,
rand250,1.0,256,250.0,2.70,TW,
rand250,1.0,512,250.0,3.57,TW,
rand250,1.0,1024,250.0,2.98,TW,
rand250,5.0,2,250.0,0.00,AOSO2,
rand250,5.0,4,250.0,8.52,AOSO2,
rand250,5.0,8,250.0,7.58,AOSO2,
rand250,5.0,16,250.0,6.31,AOSO2,
rand250,5.0,32,250.0,6.89,AOSO2,
rand250,5.0,64,250.0,7.64,AOSO2,
rand250,5.0,128,250.0,7.82,AOSO2,
rand250,5.0,256,250.0,8.38,AOSO2,
rand250,5.0,512,250.0,6.85,AOSO2,
rand250,5.0,1024,250.0,7.59,AOSO2,
rand250,5.0,2,250.0,25.82,BM,
rand250,5.0,4,250.0,14.48,BM,
rand250,5.0,8,250.0,7.49,BM,
rand250,5.0,16,250.0,4.74,BM,
rand250,5.0,32,250.0,3.26,BM,
rand250,5.0,64,250.0,2.05,BM,
rand250,5.0,128,250.0,2.74,BM,
rand250,5.0,256,250.0,3.45,BM,
rand250,5.0,512,250.0,2.51,BM,
rand250,5.0,1024,250.0,4.00,BM,
rand250,5.0,2,250.0,17.51,BMH-SBNDM,
rand250,5.0,4,250.0,8.18,BMH-SBNDM,
rand250,5.0,8,250.0,5.66,BMH-SBNDM,
rand250,5.0,16,250.0,3.85,BMH-SBNDM,
rand250,5.0,32,250.0,3.01,BMH-SBNDM,
rand250,5.0,64,250.0,2.73,BMH-SBNDM,
rand250,5.0,128,250.0,2.21,BMH-SBNDM,
rand250,5.0,256,250.0,3.08,BMH-SBNDM,
rand250,5.0,512,250.0,2.37,BMH-SBNDM,
rand250,5.0,1024,250.0,2.45,BMH-SBNDM,
rand250,5.0,2,250.0,7.45,BNDM,
rand250,5.0,4,250.0,5.03,BNDM,
rand250,5.0,8,250.0,4.11,BNDM,
rand250,5.0,16,250.0,2.65,BNDM,
rand250,5.0,32,250.0,2.54,BNDM,
rand250,5.0,64,250.0,1.95,BNDM,
rand250,5.0,128,250.0,2.58,BNDM,
rand250,5.0,256,250.0,2.92,BNDM,
rand250,5.0,512,250.0,2.24,BNDM,
rand250,5.0,1024,250.0,2.42,BNDM,
rand250,5.0,2,250.0,18.48,EBOM,
rand250,5.0,4,250.0,6.92,EBOM,
rand250,5.0,8,250.0,4.19,EBOM,
rand250,5.0,16,250.0,2.75,EBOM,
rand250,5.0,32,250.0,1.48,EBOM,EBOM
rand250,5.0,64,250.0,1.98,EBOM,
rand250,5.0,128,250.0,2.14,EBOM,
rand250,5.0,256,250.0,2.00,EBOM,EBOM
rand250,5.0,512,250.0,1.87,EBOM,
rand250,5.0,1024,250.0,1.61,EBOM,
rand250,5.0,2,250.0,0.00,FAOSO4,
rand250,5.0,4,250.0,0.00,FAOSO4,
rand250,5.0,8,250.0,2.97,FAOSO4,FAOSO4
rand250,5.0,16,250.0,4.29,FAOSO4,
rand250,5.0,32,250.0,4.15,FAOSO4,
rand250,5.0,64,250.0,3.80,FAOSO4,
rand250,5.0,128,250.0,3.88,FAOSO4,
rand250,5.0,256,250.0,5.34,FAOSO4,
rand250,5.0,512,250.0,5.05,FAOSO4,
rand250,5.0,1024,250.0,5.33,FAOSO4,
rand250,5.0,2,250.0,6.91,FJS,
rand250,5.0,4,250.0,4.56,FJS,
rand250,5.0,8,250.0,7.54,FJS,
rand250,5.0,16,250.0,2.61,FJS,
rand250,5.0,32,250.0,3.25,FJS,
rand250,5.0,64,250.0,3.20,FJS,
rand250,5.0,128,250.0,3.32,FJS,
rand250,5.0,256,250.0,2.15,FJS,
rand250,5.0,512,250.0,3.59,FJS,
rand250,5.0,1024,250.0,3.63,FJS,
rand250,5.0,2,250.0,18.71,FS,
rand250,5.0,4,250.0,9.99,FS,
rand250,5.0,8,250.0,5.39,FS,
rand250,5.0,16,250.0,4.24,FS,
rand250,5.0,32,250.0,3.57,FS,
rand250,5.0,64,250.0,1.59,FS,
rand250,5.0,128,250.0,2.03,FS,
rand250,5.0,256,250.0,2.30,FS,
rand250,5.0,512,250.0,3.53,FS,
rand250,5.0,1024,250.0,4.34,FS,
rand250,5.0,2,250.0,3.91,FSBNDM,FSBNDM
rand250,5.0,4,250.0,3.38,FSBNDM,
rand250,5.0,8,250.0,3.01,FSBNDM,
rand250,5.0,16,250.0,2.47,FSBNDM,
rand250,5.0,32,250.0,1.72,FSBNDM,
rand250,5.0,64,250.0,2.41,FSBNDM,
rand250,5.0,128,250.0,1.61,FSBNDM,FSBNDM
rand250,5.0,256,250.0,2.33,FSBNDM,
rand250,5.0,512,250.0,2.41,FSBNDM,
rand250,5.0,1024,250.0,2.76,FSBNDM,
rand250,5.0,2,250.0,20.98,HOR,
rand250,5.0,4,250.0,13.38,HOR,
rand250,5.0,8,250.0,6.71,HOR,
rand250,5.0,16,250.0,3.72,HOR,
rand250,5.0,32,250.0,2.73,HOR,
rand250,5.0,64,250.0,2.07,HOR,
rand250,5.0,128,250.0,1.99,HOR,
rand250,5.0,256,250.0,2.12,HOR,
rand250,5.0,512,250.0,3.23,HOR,
rand250,5.0,1024,250.0,2.71,HOR,
rand250,5.0,2,250.0,13.11,KR,
rand250,5.0,4,250.0,13.24,KR,
rand250,5.0,8,250.0,13.74,KR,
rand250,5.0,16,250.0,12.47,KR,
rand250,5.0,32,250.0,14.08,KR,
rand250,5.0,64,250.0,14.04,KR,
rand250,5.0,128,250.0,14.13,KR,
rand250,5.0,256,250.0,13.01,KR,
rand250,5.0,512,250.0,12.50,KR,
rand250,5.0,1024,250.0,12.44,KR,
rand250,5.0,2,250.0,7.54,LBNDM,
rand250,5.0,4,250.0,4.74,LBNDM,
rand250,5.0,8,250.0,3.62,LBNDM,
rand250,5.0,16,250.0,2.25,LBNDM,
rand250,5.0,32,250.0,1.90,LBNDM,
rand250,5.0,64,250.0,2.21,LBNDM,
rand250,5.0,128,250.0,1.77,LBNDM,
rand250,5.0,256,250.0,2.45,LBNDM,
rand250,5.0,512,250.0,1.22,LBNDM,LBNDM
rand250,5.0,1024,250.0,1.13,LBNDM,LBNDM
rand250,5.0,2,250.0,17.63,RAITA,
rand250,5.0,4,250.0,9.52,RAITA,
rand250,5.0,8,250.0,5.21,RAITA,
rand250,5.0,16,250.0,3.58,RAITA,
rand250,5.0,32,250.0,2.74,RAITA,
rand250,5.0,64,250.0,1.91,RAITA,
rand250,5.0,128,250.0,2.78,RAITA,
rand250,5.0,256,250.0,3.52,RAITA,
rand250,5.0,512,250.0,3.83,RAITA,
rand250,5.0,1024,250.0,2.14,RAITA,
rand250,5.0,2,250.0,11.04,SBNDMQ2,
rand250,5.0,4,250.0,3.25,SBNDMQ2,SBNDMQ2
rand250,5.0,8,250.0,3.32,SBNDMQ2,
rand250,5.0,16,250.0,1.77,SBNDMQ2,SBNDMQ2
rand250,5.0,32,250.0,1.95,SBNDMQ2,
rand250,5.0,64,250.0,1.29,SBNDMQ2,SBNDMQ2
rand250,5.0,128,250.0,2.02,SBNDMQ2,
rand250,5.0,256,250.0,2.31,SBNDMQ2,
rand250,5.0,512,250.0,1.99,SBNDMQ2,
rand250,5.0,1024,250.0,1.83,SBNDMQ2,
rand250,5.0,2,250.0,8.64,SO,
rand250,5.0,4,250.0,11.05,SO,
rand250,5.0,8,250.0,9.36,SO,
rand250,5.0,16,250.0,8.78,SO,
rand250,5.0,32,250.0,7.01,SO,
rand250,5.0,64,250.0,10.86,SO,
rand250,5.0,128,250.0,9.09,SO,
rand250,5.0,256,250.0,9.02,SO,
rand250,5.0,512,250.0,8.67,SO,
rand250,5.0,1024,250.0,9.03,SO,
rand250,5.0,2,250.0,0.00,SSEF,
rand250,5.0,4,250.0,0.00,SSEF,
rand250,5.0,8,250.0,0.00,SSEF,
rand250,5.0,16,250.0,0.00,SSEF,
rand250,5.0,32,250.0,3.62,SSEF,
rand250,5.0,64,250.0,1.57,SSEF,
rand250,5.0,128,250.0,1.87,SSEF,
rand250,5.0,256,250.0,2.14,SSEF,
rand250,5.0,512,250.0,1.26,SSEF,
rand250,5.0,1024,250.0,1.55,SSEF,
rand250,5.0,2,250.0,1511.81,TVSBS,
rand250,5.0,4,250.0,1033.37,TVSBS,
rand250,5.0,8,250.0,588.74,TVSBS,
rand250,5.0,16,250.0,479.17,TVSBS,
rand250,5.0,32,250.0,195.36,TVSBS,
rand250,5.0,64,250.0,141.24,TVSBS,
rand250,5.0,128,250.0,218.89,TVSBS,
rand250,5.0,256,250.0,179.63,TVSBS,
rand250,5.0,512,250.0,141.07,TVSBS,
rand250,5.0,1024,250.0,104.40,TVSBS,
rand250,5.0,2,250.0,15.59,TW,
rand250,5.0,4,250.0,17.16,TW,
rand250,5.0,8,250.0,17.61,TW,
rand250,5.0,16,250.0,17.91,TW,
rand250,5.0,32,250.0,16.41,TW,
rand250,5.0,64,250.0,17.38,TW,
rand250,5.0,128,250.0,14.99,TW,
rand250,5.0,256,250.0,17.22,TW,
rand250,5.0,512,250.0,17.56,TW,
rand250,5.0,1024,250.0,19.51,TW,
rand250,10.0,2,250.0,0.00,AOSO2,
rand250,10.0,4,250.0,15.15,AOSO2,
rand250,10.0,8,250.0,14.42,AOSO2,
rand250,10.0,16,250.0,15.51,AOSO2,
rand250,10.0,32,250.0,16.30,AOSO2,
rand250,10.0,64,250.0,14.42,AOSO2,
rand250,10.0,128,250.0,15.14,AOSO2,
rand250,10.0,256,250.0,14.92,AOSO2,
rand250,10.0,512,250.0,16.55,AOSO2,
rand250,10.0,1024,250.0,16.47,AOSO2,
rand250,10.0,2,250.0,54.72,BM,
rand250,10.0,4,250.0,28.73,BM,
rand250,10.0,8,250.0,16.63,BM,
rand250,10.0,16,250.0,10.82,BM,
rand250,10.0,32,250.0,6.76,BM,
rand250,10.0,64,250.0,6.02,BM,
rand250,10.0,128,250.0,6.31,BM,
rand250,10.0,256,250.0,6.40,BM,
rand250,10.0,512,250.0,7.92,BM,
rand250,10.0,1024,250.0,8.39,BM,
rand250,10.0,2,250.0,35.25,BMH-SBNDM,
rand250,10.0,4,250.0,19.80,BMH-SBNDM,
rand250,10.0,8,250.0,11.52,BMH-SBNDM,
rand250,10.0,16,250.0,7.49,BMH-SBNDM,
rand250,10.0,32,250.0,6.07,BMH-SBNDM,
rand250,10.0,64,250.0,6.02,BMH-SBNDM,
rand250,10.0,128,250.0,6.49,BMH-SBNDM,
rand250,10.0,256,250.0,5.01,BMH-SBNDM,
rand250,10.0,512,250.0,5.64,BMH-SBNDM,
rand250,10.0,1024,250.0,4.94,BMH-SBNDM,
rand250,10.0,2,250.0,17.69,BNDM,
rand250,10.0,4,250.0,11.83,BNDM,
rand250,10.0,8,250.0,5.93,BNDM,
rand250,10.0,16,250.0,5.69,BNDM,
rand250,10.0,32,250.0,5.96,BNDM,
rand250,10.0,64,250.0,5.36,BNDM,
rand250,10.0,128,250.0,4.80,BNDM,
rand250,10.0,256,250.0,4.84,BNDM,
rand250,10.0,512,250.0,6.08,BNDM,
rand250,10.0,1024,250.0,5.41,BNDM,
rand250,10.0,2,250.0,35.46,EBOM,
rand250,10.0,4,250.0,15.92,EBOM,
rand250,10.0,8,250.0,8.81,EBOM,
rand250,10.0,16,250.0,5.55,EBOM,
rand250,10.0,32,250.0,5.42,EBOM,
rand250,10.0,64,250.0,4.33,EBOM,
rand250,10.0,128,250.0,5.66,EBOM,
rand250,10.0,256,250.0,4.01,EBOM,
rand250,10.0,512,250.0,3.81,EBOM,
rand250,10.0,1024,250.0,3.32,EBOM,
rand250,10.0,2,250.0,0.00,FAOSO4,
rand250,10.0,4,250.0,0.00,FAOSO4,
rand250,10.0,8,250.0,8.56,FAOSO4,
rand250,10.0,16,250.0,9.52,FAOSO4,
rand250,10.0,32,250.0,11.53,FAOSO4,
rand250,10.0,64,250.0,9.30,FAOSO4,
rand250,10.0,128,250.0,9.57,FAOSO4,
rand250,10.0,256,250.0,9.16,FAOSO4,
rand250,10.0,512,250.0,9.40,FAOSO4,
rand250,10.0,1024,250.0,11.33,FAOSO4,
rand250,10.0,2,250.0,13.28,FJS,
rand250,10.0,4,250.0,5.61,FJS,FJS
rand250,10.0,8,250.0,5.08,FJS,FJS
rand250,10.0,16,250.0,54.68,FJS,
rand250,10.0,32,250.0,3.59,FJS,FJS
rand250,10.0,64,250.0,6.24,FJS,
rand250,10.0,128,250.0,6.04,FJS,
rand250,10.0,256,250.0,4.01,FJS,
rand250,10.0,512,250.0,6.23,FJS,
rand250,10.0,1024,250.0,50.68,FJS,
rand250,10.0,2,250.0,34.34,FS,
rand250,10.0,4,250.0,20.00,FS,
rand250,10.0,8,250.0,10.77,FS,
rand250,10.0,16,250.0,6.40,FS,
rand250,10.0,32,250.0,6.18,FS,
rand250,10.0,64,250.0,6.12,FS,
rand250,10.0,128,250.0,4.84,FS,
rand250,10.0,256,250.0,7.09,FS,
rand250,10.0,512,250.0,5.38,FS,
rand250,10.0,1024,250.0,7.50,FS,
rand250,10.0,2,250.0,13.15,FSBNDM,FSBNDM
rand250,10.0,4,250.0,9.40,FSBNDM,
rand250,10.0,8,250.0,6.03,FSBNDM,
rand250,10.0,16,250.0,5.32,FSBNDM,
rand250,10.0,32,250.0,5.00,FSBNDM,
rand250,10.0,64,250.0,4.75,FSBNDM,
rand250,10.0,128,250.0,4.58,FSBNDM,
rand250,10.0,256,250.0,3.50,FSBNDM,FSBNDM
rand250,10.0,512,250.0,3.52,FSBNDM,FSBNDM
rand250,10.0,1024,250.0,3.79,FSBNDM,
rand250,10.0,2,250.0,44.59,HOR,
rand250,10.0,4,250.0,24.10,HOR,
rand250,10.0,8,250.0,13.14,HOR,
rand250,10.0,16,250.0,8.39,HOR,
rand250,10.0,32,250.0,5.17,HOR,
rand250,10.0,64,250.0,4.87,HOR,
rand250,10.0,128,250.0,4.50,HOR,HOR
rand250,10.0,256,250.0,6.20,HOR,
rand250,10.0,512,250.0,6.36,HOR,
rand250,10.0,1024,250.0,7.81,HOR,
rand250,10.0,2,250.0,28.81,KR,
rand250,10.0,4,250.0,28.61,KR,
rand250,10.0,8,250.0,28.57,KR,
rand250,10.0,16,250.0,29.22,KR,
rand250,10.0,32,250.0,28.66,KR,
rand250,10.0,64,250.0,29.83,KR,
rand250,10.0,128,250.0,30.55,KR,
rand250,10.0,256,250.0,29.82,KR,
rand250,10.0,512,250.0,28.26,KR,
rand250,10.0,1024,250.0,28.49,KR,
rand250,10.0,2,250.0,16.80,LBNDM,
rand250,10.0,4,250.0,11.20,LBNDM,
rand250,10.0,8,250.0,7.73,LBNDM,
rand250,10.0,16,250.0,5.51,LBNDM,
rand250,10.0,32,250.0,5.97,LBNDM,
rand250,10.0,64,250.0,3.72,LBNDM,LBNDM
rand250,10.0,128,250.0,5.06,LBNDM,
rand250,10.0,256,250.0,3.85,LBNDM,
rand250,10.0,512,250.0,4.74,LBNDM,
rand250,10.0,1024,250.0,2.35,LBNDM,LBNDM
rand250,10.0,2,250.0,37.07,RAITA,
rand250,10.0,4,250.0,20.79,RAITA,
rand250,10.0,8,250.0,11.95,RAITA,
rand250,10.0,16,250.0,8.60,RAITA,
rand250,10.0,32,250.0,4.95,RAITA,
rand250,10.0,64,250.0,4.94,RAITA,
rand250,10.0,128,250.0,5.10,RAITA,
rand250,10.0,256,250.0,6.39,RAITA,
rand250,10.0,512,250.0,5.68,RAITA,
rand250,10.0,1024,250.0,5.52,RAITA,
rand250,10.0,2,250.0,22.61,SBNDMQ2,
rand250,10.0,4,250.0,10.08,SBNDMQ2,
rand250,10.0,8,250.0,6.26,SBNDMQ2,
rand250,10.0,16,250.0,4.08,SBNDMQ2,SBNDMQ2
rand250,10.0,32,250.0,4.12,SBNDMQ2,
rand250,10.0,64,250.0,5.08,SBNDMQ2,
rand250,10.0,128,250.0,5.67,SBNDMQ2,
rand250,10.0,256,250.0,4.38,SBNDMQ2,
rand250,10.0,512,250.0,5.05,SBNDMQ2,
rand250,10.0,1024,250.0,3.98,SBNDMQ2,
rand250,10.0,2,250.0,18.66,SO,
rand250,10.0,4,250.0,18.88,SO,
rand250,10.0,8,250.0,17.81,SO,
rand250,10.0,16,250.0,20.16,SO,
rand250,10.0,32,250.0,19.89,SO,
rand250,10.0,64,250.0,18.04,SO,
rand250,10.0,128,250.0,18.78,SO,
rand250,10.0,256,250.0,20.81,SO,
rand250,10.0,512,250.0,22.39,SO,
rand250,10.0,1024,250.0,17.71,SO,
rand250,10.0,2,250.0,0.00,SSEF,
rand250,10.0,4,250.0,0.00,SSEF,
rand250,10.0,8,250.0,0.00,SSEF,
rand250,10.0,16,250.0,0.00,SSEF,
rand250,10.0,32,250.0,6.48,SSEF,
rand250,10.0,64,250.0,4.32,SSEF,
rand250,10.0,128,250.0,5.37,SSEF,
rand250,10.0,256,250.0,3.55,SSEF,
rand250,10.0,512,250.0,4.39,SSEF,
rand250,10.0,1024,250.0,4.35,SSEF,
rand250,10.0,2,250.0,0.00,TVSBS,
rand250,10.0,4,250.0,0.00,TVSBS,
rand250,10.0,8,250.0,1327.96,TVSBS,
rand250,10.0,16,250.0,847.72,TVSBS,
rand250,10.0,32,250.0,573.26,TVSBS,
rand250,10.0,64,250.0,397.18,TVSBS,
rand250,10.0,128,250.0,379.54,TVSBS,
rand250,10.0,256,250.0,320.30,TVSBS,
rand250,10.0,512,250.0,195.76,TVSBS,
rand250,10.0,1024,250.0,189.36,TVSBS,
rand250,10.0,2,250.0,35.92,TW,
rand250,10.0,4,250.0,36.65,TW,
rand250,10.0,8,250.0,38.11,TW,
rand250,10.0,16,250.0,34.98,TW,
rand250,10.0,32,250.0,35.82,TW,
rand250,10.0,64,250.0,37.49,TW,
rand250,10.0,128,250.0,35.74,TW,
rand250,10.0,256,250.0,36.64,TW,
rand250,10.0,512,250.0,34.84,TW,
rand250,10.0,1024,250.0,35.02,TW,
rand250,50.0,2,250.0,0.00,AOSO2,
rand250,50.0,4,250.0,82.81,AOSO2,
rand250,50.0,8,250.0,85.95,AOSO2,
rand250,50.0,16,250.0,79.33,AOSO2,
rand250,50.0,32,250.0,83.64,AOSO2,
rand250,50.0,64,250.0,84.81,AOSO2,
rand250,50.0,128,250.0,86.44,AOSO2,
rand250,50.0,256,250.0,84.21,AOSO2,
rand250,50.0,512,250.0,85.13,AOSO2,
rand250,50.0,1024,250.0,84.44,AOSO2,
rand250,50.0,2,250.0,271.52,BM,
rand250,50.0,4,250.0,153.95,BM,
rand250,50.0,8,250.0,82.76,BM,
rand250,50.0,16,250.0,53.39,BM,
