Category,Text Size [MB],Pattern Length,Alphabet Size,Time [ms],Algorithm,Best Algo
rand8,2.0,16,8,2.44,SO,
rand8,2.0,32,8,1.97,SO,
rand8,2.0,64,8,3.0,SO,
rand8,2.0,128,8,2.19,SO,
rand8,2.0,256,8,3.56,SO,
rand8,2.0,8,8,7.87,TW,
rand8,2.0,16,8,7.87,TW,
rand8,2.0,32,8,7.66,TW,
rand8,2.0,64,8,8.35,TW,
rand8,2.0,128,8,8.21,TW,
rand8,2.0,256,8,9.4,TW,
rand8,4.0,8,8,5.62,AOSO2,
rand8,4.0,16,8,3.29,AOSO2,
rand8,4.0,32,8,3.74,AOSO2,
rand8,4.0,64,8,3.87,AOSO2,
rand8,4.0,128,8,3.8,AOSO2,
rand8,4.0,256,8,3.79,AOSO2,
rand8,4.0,8,8,9.39,BM,
rand8,4.0,16,8,7.32,BM,
rand8,4.0,32,8,7.01,BM,
rand8,4.0,64,8,5.85,BM,
rand8,4.0,128,8,5.57,BM,
rand8,4.0,256,8,3.45,BM,
rand8,4.0,8,8,6.35,BMH-SBNDM,
rand8,4.0,16,8,4.9,BMH-SBNDM,
rand8,4.0,32,8,4.9,BMH-SBNDM,
rand8,4.0,64,8,4.4,BMH-SBNDM,
rand8,4.0,128,8,4.02,BMH-SBNDM,
rand8,4.0,256,8,4.6,BMH-SBNDM,
rand8,4.0,8,8,6.69,BNDM,
rand8,4.0,16,8,3.81,BNDM,
rand8,4.0,32,8,3.07,BNDM,
rand8,4.0,64,8,2.46,BNDM,
rand8,4.0,128,8,2.0,BNDM,
rand8,4.0,256,8,2.97,BNDM,
rand8,4.0,8,8,5.18,FAOSO4,
rand8,4.0,16,8,1.89,FAOSO4,FAOSO4
rand8,4.0,32,8,1.99,FAOSO4,
rand8,4.0,64,8,3.08,FAOSO4,
rand8,4.0,128,8,2.39,FAOSO4,
rand8,4.0,256,8,2.38,FAOSO4,
rand8,4.0,8,8,6.69,FS,
rand8,4.0,16,8,5.21,FS,
rand8,4.0,32,8,4.11,FS,
rand8,4.0,64,8,5.72,FS,
rand8,4.0,128,8,5.03,FS,
rand8,4.0,256,8,4.15,FS,
rand8,4.0,8,8,3.3,FSBNDM,FSBNDM
rand8,4.0,16,8,3.34,FSBNDM,
rand8,4.0,32,8,1.98,FSBNDM,FSBNDM
rand8,4.0,64,8,3.38,FSBNDM,
rand8,4.0,128,8,2.47,FSBNDM,
rand8,4.0,256,8,1.61,FSBNDM,FSBNDM
rand8,4.0,8,8,10.59,HOR,
rand8,4.0,16,8,5.61,HOR,
rand8,4.0,32,8,5.74,HOR,
rand8,4.0,64,8,6.08,HOR,
rand8,4.0,128,8,6.93,HOR,
rand8,4.0,256,8,6.44,HOR,
rand8,4.0,8,8,6.72,KR,
rand8,4.0,16,8,6.41,KR,
rand8,4.0,32,8,6.73,KR,
rand8,4.0,64,8,8.39,KR,
rand8,4.0,128,8,8.75,KR,
rand8,4.0,256,8,7.95,KR,
rand8,4.0,8,8,7.33,LBNDM,
rand8,4.0,16,8,4.92,LBNDM,
rand8,4.0,32,8,3.3,LBNDM,
rand8,4.0,64,8,2.04,LBNDM,LBNDM
rand8,4.0,128,8,1.48,LBNDM,LBNDM
rand8,4.0,256,8,1.72,LBNDM,
rand8,4.0,8,8,6.82,RAITA,
rand8,4.0,16,8,5.66,RAITA,
rand8,4.0,32,8,5.55,RAITA,
rand8,4.0,64,8,4.67,RAITA,
rand8,4.0,128,8,4.93,RAITA,
rand8,4.0,256,8,5.94,RAITA,
rand8,4.0,8,8,5.27,SO,
rand8,4.0,16,8,5.38,SO,
rand8,4.0,32,8,5.07,SO,
rand8,4.0,64,8,3.78,SO,
rand8,4.0,128,8,5.49,SO,
rand8,4.0,256,8,7.01,SO,
rand8,4.0,8,8,15.04,TW,
rand8,4.0,16,8,14.5,TW,
rand8,4.0,32,8,15.83,TW,
rand8,4.0,64,8,17.26,TW,
rand8,4.0,128,8,17.75,TW,
rand8,4.0,256,8,17.26,TW,
rand16,1.0,8,16,0.61,AOSO2,
rand16,1.0,16,16,0.58,AOSO2,
rand16,1.0,32,16,0.74,AOSO2,
rand16,1.0,64,16,0.56,AOSO2,
rand16,1.0,128,16,0.6,AOSO2,
rand16,1.0,256,16,0.6,AOSO2,
rand16,1.0,8,16,1.01,BM,
rand16,1.0,16,16,0.67,BM,
rand16,1.0,32,16,0.58,BM,
rand16,1.0,64,16,0.53,BM,
rand16,1.0,128,16,0.52,BM,
rand16,1.0,256,16,0.51,BM,
rand16,1.0,8,16,1.19,BMH-SBNDM,
rand16,1.0,16,16,1.0,BMH-SBNDM,
rand16,1.0,32,16,0.45,BMH-SBNDM,
rand16,1.0,64,16,0.4,BMH-SBNDM,
rand16,1.0,128,16,0.45,BMH-SBNDM,
rand16,1.0,256,16,0.44,BMH-SBNDM,
rand16,1.0,8,16,1.39,BNDM,
rand16,1.0,16,16,0.57,BNDM,
rand16,1.0,32,16,0.33,BNDM,
rand16,1.0,64,16,0.28,BNDM,
rand16,1.0,128,16,0.33,BNDM,
rand16,1.0,256,16,0.34,BNDM,
rand16,1.0,8,16,0.44,FAOSO4,
rand16,1.0,16,16,0.34,FAOSO4,
rand16,1.0,32,16,0.38,FAOSO4,
rand16,1.0,64,16,0.36,FAOSO4,
rand16,1.0,128,16,0.42,FAOSO4,
rand16,1.0,256,16,1.36,FAOSO4,
rand16,1.0,8,16,1.23,FS,
rand16,1.0,16,16,0.55,FS,
rand16,1.0,32,16,0.95,FS,
rand16,1.0,64,16,0.89,FS,
rand16,1.0,128,16,0.92,FS,
rand16,1.0,256,16,0.41,FS,
rand16,1.0,8,16,0.35,FSBNDM,FSBNDM
rand16,1.0,16,16,0.28,FSBNDM,FSBNDM
rand16,1.0,32,16,0.31,FSBNDM,FSBNDM
rand16,1.0,64,16,0.25,FSBNDM,FSBNDM
rand16,1.0,128,16,0.27,FSBNDM,
rand16,1.0,256,16,0.26,FSBNDM,
rand16,1.0,8,16,1.9,HOR,
rand16,1.0,16,16,0.63,HOR,
rand16,1.0,32,16,0.51,HOR,
rand16,1.0,64,16,0.49,HOR,
rand16,1.0,128,16,1.48,HOR,
rand16,1.0,256,16,0.96,HOR,
rand16,1.0,8,16,1.9,KR,
rand16,1.0,16,16,2.13,KR,
rand16,1.0,32,16,0.92,KR,
rand16,1.0,64,16,1.1,KR,
rand16,1.0,128,16,2.02,KR,
rand16,1.0,256,16,2.1,KR,
rand16,1.0,8,16,1.4,LBNDM,
rand16,1.0,16,16,0.63,LBNDM,
rand16,1.0,32,16,0.32,LBNDM,
rand16,1.0,64,16,0.36,LBNDM,
rand16,1.0,128,16,0.26,LBNDM,LBNDM
rand16,1.0,256,16,0.25,LBNDM,LBNDM
rand16,1.0,8,16,1.23,RAITA,
rand16,1.0,16,16,0.54,RAITA,
rand16,1.0,32,16,0.45,RAITA,
rand16,1.0,64,16,0.56,RAITA,
rand16,1.0,128,16,0.91,RAITA,
rand16,1.0,256,16,0.42,RAITA,
rand16,1.0,8,16,1.71,SO,
rand16,1.0,16,16,0.74,SO,
rand16,1.0,32,16,1.22,SO,
rand16,1.0,64,16,0.71,SO,
rand16,1.0,128,16,0.76,SO,
rand16,1.0,256,16,1.28,SO,
rand16,1.0,8,16,2.09,TW,
rand16,1.0,16,16,2.65,TW,
rand16,1.0,32,16,2.64,TW,
rand16,1.0,64,16,2.72,TW,
rand16,1.0,128,16,3.24,TW,
rand16,1.0,256,16,3.14,TW,
rand16,2.0,8,16,1.15,AOSO2,
rand16,2.0,16,16,1.66,AOSO2,
rand16,2.0,32,16,1.61,AOSO2,
rand16,2.0,64,16,1.79,AOSO2,
rand16,2.0,128,16,1.15,AOSO2,
rand16,2.0,256,16,2.16,AOSO2,
rand16,2.0,8,16,2.48,BM,
rand16,2.0,16,16,1.87,BM,
rand16,2.0,32,16,1.6,BM,
rand16,2.0,64,16,2.08,BM,
rand16,2.0,128,16,1.49,BM,
rand16,2.0,256,16,1.49,BM,
rand16,2.0,8,16,1.44,BMH-SBNDM,
rand16,2.0,16,16,1.19,BMH-SBNDM,
rand16,2.0,32,16,0.85,BMH-SBNDM,
rand16,2.0,64,16,0.86,BMH-SBNDM,
rand16,2.0,128,16,1.36,BMH-SBNDM,
rand16,2.0,256,16,0.87,BMH-SBNDM,
rand16,2.0,8,16,3.27,BNDM,
rand16,2.0,16,16,2.97,BNDM,
rand16,2.0,32,16,0.64,BNDM,
rand16,2.0,64,16,1.15,BNDM,
rand16,2.0,128,16,0.59,BNDM,
rand16,2.0,256,16,1.17,BNDM,
rand16,2.0,8,16,1.39,FAOSO4,
rand16,2.0,16,16,1.94,FAOSO4,
rand16,2.0,32,16,0.72,FAOSO4,
rand16,2.0,64,16,1.06,FAOSO4,
rand16,2.0,128,16,1.38,FAOSO4,
rand16,2.0,256,16,1.12,FAOSO4,
rand16,2.0,8,16,2.45,FS,
rand16,2.0,16,16,1.2,FS,
rand16,2.0,32,16,0.91,FS,
rand16,2.0,64,16,0.91,FS,
rand16,2.0,128,16,0.84,FS,
rand16,2.0,256,16,0.88,FS,
rand16,2.0,8,16,0.71,FSBNDM,FSBNDM
rand16,2.0,16,16,0.67,FSBNDM,FSBNDM
rand16,2.0,32,16,0.48,FSBNDM,FSBNDM
rand16,2.0,64,16,1.0,FSBNDM,
rand16,2.0,128,16,0.59,FSBNDM,
rand16,2.0,256,16,0.6,FSBNDM,
rand16,2.0,8,16,2.92,HOR,
rand16,2.0,16,16,2.74,HOR,
rand16,2.0,32,16,1.05,HOR,
rand16,2.0,64,16,2.02,HOR,
rand16,2.0,128,16,0.93,HOR,
rand16,2.0,256,16,1.01,HOR,
rand16,2.0,8,16,3.13,KR,
rand16,2.0,16,16,4.28,KR,
rand16,2.0,32,16,3.65,KR,
rand16,2.0,64,16,3.37,KR,
rand16,2.0,128,16,3.03,KR,
rand16,2.0,256,16,4.3,KR,
rand16,2.0,8,16,2.34,LBNDM,
rand16,2.0,16,16,2.69,LBNDM,
rand16,2.0,32,16,1.16,LBNDM,
rand16,2.0,64,16,0.55,LBNDM,LBNDM
rand16,2.0,128,16,0.56,LBNDM,LBNDM
rand16,2.0,256,16,0.55,LBNDM,LBNDM
rand16,2.0,8,16,2.93,RAITA,
rand16,2.0,16,16,1.55,RAITA,
rand16,2.0,32,16,1.41,RAITA,
rand16,2.0,64,16,1.35,RAITA,
rand16,2.0,128,16,0.9,RAITA,
rand16,2.0,256,16,1.4,RAITA,
rand16,2.0,8,16,1.56,SO,
rand16,2.0,16,16,1.49,SO,
rand16,2.0,32,16,1.98,SO,
rand16,2.0,64,16,1.84,SO,
rand16,2.0,128,16,3.08,SO,
rand16,2.0,256,16,1.93,SO,
rand16,2.0,8,16,5.84,TW,
rand16,2.0,16,16,5.73,TW,
rand16,2.0,32,16,6.05,TW,
rand16,2.0,64,16,5.76,TW,
rand16,2.0,128,16,6.56,TW,
rand16,2.0,256,16,4.89,TW,
rand16,4.0,8,16,4.26,AOSO2,
rand16,4.0,16,16,4.42,AOSO2,
rand16,4.0,32,16,2.85,AOSO2,
rand16,4.0,64,16,3.79,AOSO2,
rand16,4.0,128,16,5.0,AOSO2,
rand16,4.0,256,16,4.05,AOSO2,
rand16,4.0,8,16,7.08,BM,
rand16,4.0,16,16,4.15,BM,
rand16,4.0,32,16,4.66,BM,
rand16,4.0,64,16,3.5,BM,
rand16,4.0,128,16,4.59,BM,
rand16,4.0,256,16,3.51,BM,
rand16,4.0,8,16,4.86,BMH-SBNDM,
rand16,4.0,16,16,3.52,BMH-SBNDM,
rand16,4.0,32,16,3.11,BMH-SBNDM,
rand16,4.0,64,16,3.2,BMH-SBNDM,
rand16,4.0,128,16,2.83,BMH-SBNDM,
rand16,4.0,256,16,2.77,BMH-SBNDM,
rand16,4.0,8,16,6.62,BNDM,
rand16,4.0,16,16,4.08,BNDM,
rand16,4.0,32,16,1.29,BNDM,BNDM
rand16,4.0,64,16,2.17,BNDM,
rand16,4.0,128,16,1.51,BNDM,
rand16,4.0,256,16,1.8,BNDM,
rand16,4.0,8,16,3.33,FAOSO4,
rand16,4.0,16,16,1.36,FAOSO4,FAOSO4
rand16,4.0,32,16,1.98,FAOSO4,
rand16,4.0,64,16,2.39,FAOSO4,
rand16,4.0,128,16,2.65,FAOSO4,
rand16,4.0,256,16,2.28,FAOSO4,
rand16,4.0,8,16,5.47,FS,
rand16,4.0,16,16,4.17,FS,
rand16,4.0,32,16,3.25,FS,
rand16,4.0,64,16,2.2,FS,
rand16,4.0,128,16,2.55,FS,
rand16,4.0,256,16,3.18,FS,
rand16,4.0,8,16,1.96,FSBNDM,FSBNDM
rand16,4.0,16,16,1.63,FSBNDM,
rand16,4.0,32,16,1.45,FSBNDM,
rand16,4.0,64,16,0.99,FSBNDM,FSBNDM
rand16,4.0,128,16,1.07,FSBNDM,FSBNDM
rand16,4.0,256,16,1.54,FSBNDM,
rand16,4.0,8,16,6.18,HOR,
rand16,4.0,16,16,3.46,HOR,
rand16,4.0,32,16,3.54,HOR,
rand16,4.0,64,16,3.86,HOR,
rand16,4.0,128,16,2.91,HOR,
rand16,4.0,256,16,2.9,HOR,
rand16,4.0,8,16,6.55,KR,
rand16,4.0,16,16,6.7,KR,
rand16,4.0,32,16,6.38,KR,
rand16,4.0,64,16,6.83,KR,
rand16,4.0,128,16,6.22,KR,
rand16,4.0,256,16,7.21,KR,
rand16,4.0,8,16,7.84,LBNDM,
rand16,4.0,16,16,3.88,LBNDM,
rand16,4.0,32,16,1.44,LBNDM,
rand16,4.0,64,16,1.61,LBNDM,
rand16,4.0,128,16,1.51,LBNDM,
rand16,4.0,256,16,1.44,LBNDM,LBNDM
rand16,4.0,8,16,4.02,RAITA,
rand16,4.0,16,16,4.14,RAITA,
rand16,4.0,32,16,2.42,RAITA,
rand16,4.0,64,16,3.66,RAITA,
rand16,4.0,128,16,3.19,RAITA,
rand16,4.0,256,16,2.96,RAITA,
rand16,4.0,8,16,5.75,SO,
rand16,4.0,16,16,5.77,SO,
rand16,4.0,32,16,4.62,SO,
rand16,4.0,64,16,4.96,SO,
rand16,4.0,128,16,3.65,SO,
rand16,4.0,256,16,4.71,SO,
rand16,4.0,8,16,11.94,TW,
rand16,4.0,16,16,13.3,TW,
rand16,4.0,32,16,12.91,TW,
rand16,4.0,64,16,12.21,TW,
rand16,4.0,128,16,12.81,TW,
rand16,4.0,256,16,12.58,TW,
rand32,1.0,8,32,0.57,AOSO2,
rand32,1.0,16,32,1.07,AOSO2,
rand32,1.0,32,32,1.6,AOSO2,
rand32,1.0,64,32,0.65,AOSO2,
rand32,1.0,128,32,0.56,AOSO2,
rand32,1.0,256,32,1.17,AOSO2,
rand32,1.0,8,32,1.85,BM,
rand32,1.0,16,32,1.04,BM,
rand32,1.0,32,32,0.42,BM,
rand32,1.0,64,32,0.39,BM,
rand32,1.0,128,32,0.4,BM,
rand32,1.0,256,32,0.41,BM,
rand32,1.0,8,32,0.61,BMH-SBNDM,
rand32,1.0,16,32,0.44,BMH-SBNDM,
rand32,1.0,32,32,0.83,BMH-SBNDM,
rand32,1.0,64,32,0.33,BMH-SBNDM,
rand32,1.0,128,32,0.83,BMH-SBNDM,
rand32,1.0,256,32,0.34,BMH-SBNDM,
rand32,1.0,8,32,1.04,BNDM,
rand32,1.0,16,32,0.51,BNDM,
rand32,1.0,32,32,0.84,BNDM,
rand32,1.0,64,32,0.31,BNDM,
rand32,1.0,128,32,0.32,BNDM,
rand32,1.0,256,32,0.35,BNDM,
rand32,1.0,8,32,0.84,FAOSO4,
rand32,1.0,16,32,0.35,FAOSO4,
rand32,1.0,32,32,0.35,FAOSO4,
rand32,1.0,64,32,0.34,FAOSO4,
rand32,1.0,128,32,0.36,FAOSO4,
rand32,1.0,256,32,0.39,FAOSO4,
rand32,1.0,8,32,1.1,FS,
rand32,1.0,16,32,0.43,FS,
rand32,1.0,32,32,0.35,FS,
rand32,1.0,64,32,0.32,FS,
rand32,1.0,128,32,0.3,FS,
rand32,1.0,256,32,0.31,FS,
rand32,1.0,8,32,0.27,FSBNDM,FSBNDM
rand32,1.0,16,32,0.23,FSBNDM,FSBNDM
rand32,1.0,32,32,0.21,FSBNDM,FSBNDM
rand32,1.0,64,32,0.19,FSBNDM,FSBNDM
rand32,1.0,128,32,0.22,FSBNDM,FSBNDM
rand32,1.0,256,32,0.23,FSBNDM,
rand32,1.0,8,32,1.28,HOR,
rand32,1.0,16,32,0.51,HOR,
rand32,1.0,32,32,0.88,HOR,
rand32,1.0,64,32,0.34,HOR,
rand32,1.0,128,32,0.33,HOR,
rand32,1.0,256,32,0.37,HOR,
rand32,1.0,8,32,1.02,KR,
rand32,1.0,16,32,1.46,KR,
rand32,1.0,32,32,1.02,KR,
rand32,1.0,64,32,1.42,KR,
rand32,1.0,128,32,1.94,KR,
rand32,1.0,256,32,2.07,KR,
rand32,1.0,8,32,0.64,LBNDM,
rand32,1.0,16,32,0.57,LBNDM,
rand32,1.0,32,32,0.34,LBNDM,
rand32,1.0,64,32,0.23,LBNDM,
rand32,1.0,128,32,0.25,LBNDM,
rand32,1.0,256,32,0.21,LBNDM,LBNDM
rand32,1.0,8,32,0.67,RAITA,
rand32,1.0,16,32,0.46,RAITA,
rand32,1.0,32,32,0.35,RAITA,
rand32,1.0,64,32,0.31,RAITA,
rand32,1.0,128,32,0.31,RAITA,
rand32,1.0,256,32,0.3,RAITA,
rand32,1.0,8,32,1.29,SO,
rand32,1.0,16,32,0.78,SO,
rand32,1.0,32,32,1.27,SO,
rand32,1.0,64,32,0.67,SO,
rand32,1.0,128,32,1.67,SO,
rand32,1.0,256,32,0.66,SO,
rand32,1.0,8,32,1.68,TW,
rand32,1.0,16,32,2.45,TW,
rand32,1.0,32,32,2.39,TW,
rand32,1.0,64,32,1.9,TW,
rand32,1.0,128,32,2.44,TW,
rand32,1.0,256,32,2.82,TW,
rand32,2.0,8,32,1.36,AOSO2,
rand32,2.0,16,32,1.34,AOSO2,
rand32,2.0,32,32,1.71,AOSO2,
rand32,2.0,64,32,2.24,AOSO2,
rand32,2.0,128,32,1.15,AOSO2,
rand32,2.0,256,32,2.12,AOSO2,
rand32,2.0,8,32,1.91,BM,
rand32,2.0,16,32,1.71,BM,
rand32,2.0,32,32,1.33,BM,
rand32,2.0,64,32,1.26,BM,
rand32,2.0,128,32,0.71,BM,
rand32,2.0,256,32,1.22,BM,
rand32,2.0,8,32,1.26,BMH-SBNDM,
rand32,2.0,16,32,2.14,BMH-SBNDM,
rand32,2.0,32,32,1.16,BMH-SBNDM,
rand32,2.0,64,32,1.17,BMH-SBNDM,
rand32,2.0,128,32,0.71,BMH-SBNDM,
rand32,2.0,256,32,1.21,BMH-SBNDM,
rand32,2.0,8,32,2.18,BNDM,
rand32,2.0,16,32,2.04,BNDM,
rand32,2.0,32,32,1.2,BNDM,
rand32,2.0,64,32,0.71,BNDM,
rand32,2.0,128,32,1.16,BNDM,
rand32,2.0,256,32,1.23,BNDM,
rand32,2.0,8,32,0.72,FAOSO4,
rand32,2.0,16,32,1.2,FAOSO4,
rand32,2.0,32,32,1.23,FAOSO4,
rand32,2.0,64,32,0.79,FAOSO4,
rand32,2.0,128,32,0.69,FAOSO4,
rand32,2.0,256,32,0.78,FAOSO4,
rand32,2.0,8,32,2.28,FS,
rand32,2.0,16,32,1.39,FS,
rand32,2.0,32,32,0.76,FS,
rand32,2.0,64,32,1.11,FS,
rand32,2.0,128,32,0.59,FS,
rand32,2.0,256,32,0.62,FS,
rand32,2.0,8,32,0.58,FSBNDM,FSBNDM
rand32,2.0,16,32,1.01,FSBNDM,FSBNDM
rand32,2.0,32,32,0.49,FSBNDM,FSBNDM
rand32,2.0,64,32,0.48,FSBNDM,FSBNDM
rand32,2.0,128,32,0.44,FSBNDM,FSBNDM
rand32,2.0,256,32,0.47,FSBNDM,FSBNDM
rand32,2.0,8,32,2.04,HOR,
rand32,2.0,16,32,1.65,HOR,
rand32,2.0,32,32,1.31,HOR,
rand32,2.0,64,32,0.83,HOR,
rand32,2.0,128,32,0.65,HOR,
rand32,2.0,256,32,1.15,HOR,
rand32,2.0,8,32,3.53,KR,
rand32,2.0,16,32,2.95,KR,
rand32,2.0,32,32,2.68,KR,
rand32,2.0,64,32,2.54,KR,
rand32,2.0,128,32,2.9,KR,
rand32,2.0,256,32,3.5,KR,
rand32,2.0,8,32,1.28,LBNDM,
rand32,2.0,16,32,1.58,LBNDM,
rand32,2.0,32,32,0.73,LBNDM,
rand32,2.0,64,32,0.54,LBNDM,
rand32,2.0,128,32,0.46,LBNDM,
rand32,2.0,256,32,0.91,LBNDM,
rand32,2.0,8,32,1.79,RAITA,
rand32,2.0,16,32,1.86,RAITA,
rand32,2.0,32,32,0.74,RAITA,
rand32,2.0,64,32,1.19,RAITA,
rand32,2.0,128,32,0.61,RAITA,
rand32,2.0,256,32,0.62,RAITA,
rand32,2.0,8,32,2.52,SO,
rand32,2.0,16,32,2.02,SO,
rand32,2.0,32,32,2.08,SO,
rand32,2.0,64,32,3.1,SO,
rand32,2.0,128,32,2.8,SO,
rand32,2.0,256,32,3.66,SO,
rand32,2.0,8,32,3.42,TW,
rand32,2.0,16,32,4.09,TW,
rand32,2.0,32,32,5.49,TW,
rand32,2.0,64,32,4.74,TW,
rand32,2.0,128,32,4.38,TW,
rand32,2.0,256,32,4.72,TW,
rand32,4.0,8,32,4.35,AOSO2,
rand32,4.0,16,32,5.2,AOSO2,
rand32,4.0,32,32,3.34,AOSO2,
rand32,4.0,64,32,3.26,AOSO2,
rand32,4.0,128,32,3.76,AOSO2,
rand32,4.0,256,32,4.79,AOSO2,
rand32,4.0,8,32,5.93,BM,
rand32,4.0,16,32,3.74,BM,
rand32,4.0,32,32,2.73,BM,
rand32,4.0,64,32,1.49,BM,
rand32,4.0,128,32,2.36,BM,
rand32,4.0,256,32,2.98,BM,
rand32,4.0,8,32,3.0,BMH-SBNDM,
rand32,4.0,16,32,2.19,BMH-SBNDM,
rand32,4.0,32,32,2.4,BMH-SBNDM,
rand32,4.0,64,32,1.83,BMH-SBNDM,
rand32,4.0,128,32,1.84,BMH-SBNDM,
rand32,4.0,256,32,1.94,BMH-SBNDM,
rand32,4.0,8,32,3.44,BNDM,
rand32,4.0,16,32,3.98,BNDM,
rand32,4.0,32,32,1.52,BNDM,
rand32,4.0,64,32,1.36,BNDM,
rand32,4.0,128,32,2.35,BNDM,
rand32,4.0,256,32,2.76,BNDM,
rand32,4.0,8,32,1.54,FAOSO4,FAOSO4
rand32,4.0,16,32,2.31,FAOSO4,
rand32,4.0,32,32,2.45,FAOSO4,
rand32,4.0,64,32,1.97,FAOSO4,
rand32,4.0,128,32,2.01,FAOSO4,
rand32,4.0,256,32,1.93,FAOSO4,
rand32,4.0,8,32,4.52,FS,
rand32,4.0,16,32,2.7,FS,
rand32,4.0,32,32,1.9,FS,
rand32,4.0,64,32,1.33,FS,
rand32,4.0,128,32,2.2,FS,
rand32,4.0,256,32,1.66,FS,
rand32,4.0,8,32,2.15,FSBNDM,
rand32,4.0,16,32,1.9,FSBNDM,FSBNDM
rand32,4.0,32,32,0.86,FSBNDM,FSBNDM
rand32,4.0,64,32,0.95,FSBNDM,FSBNDM
rand32,4.0,128,32,1.9,FSBNDM,
rand32,4.0,256,32,1.81,FSBNDM,
rand32,4.0,8,32,4.08,HOR,
rand32,4.0,16,32,3.02,HOR,
rand32,4.0,32,32,2.04,HOR,
rand32,4.0,64,32,1.48,HOR,
rand32,4.0,128,32,2.31,HOR,
rand32,4.0,256,32,2.29,HOR,
rand32,4.0,8,32,6.2,KR,
rand32,4.0,16,32,6.2,KR,
rand32,4.0,32,32,7.56,KR,
rand32,4.0,64,32,6.97,KR,
rand32,4.0,128,32,7.08,KR,
rand32,4.0,256,32,6.77,KR,
rand32,4.0,8,32,4.71,LBNDM,
rand32,4.0,16,32,4.07,LBNDM,
rand32,4.0,32,32,2.83,LBNDM,
rand32,4.0,64,32,1.09,LBNDM,
rand32,4.0,128,32,1.48,LBNDM,
rand32,4.0,256,32,1.35,LBNDM,LBNDM
rand32,4.0,8,32,4.67,RAITA,
rand32,4.0,16,32,2.54,RAITA,
rand32,4.0,32,32,1.9,RAITA,
rand32,4.0,64,32,2.33,RAITA,
rand32,4.0,128,32,1.38,RAITA,RAITA
rand32,4.0,256,32,1.71,RAITA,
rand32,4.0,8,32,6.23,SO,
rand32,4.0,16,32,4.98,SO,
rand32,4.0,32,32,4.91,SO,
rand32,4.0,64,32,5.98,SO,
rand32,4.0,128,32,6.8,SO,
rand32,4.0,256,32,4.54,SO,
rand32,4.0,8,32,11.0,TW,
rand32,4.0,16,32,11.13,TW,
rand32,4.0,32,32,11.69,TW,
rand32,4.0,64,32,10.98,TW,
rand32,4.0,128,32,11.86,TW,
rand32,4.0,256,32,10.73,TW,
rand64,1.0,8,64,0.59,AOSO2,
rand64,1.0,16,64,0.67,AOSO2,
rand64,1.0,32,64,0.57,AOSO2,
rand64,1.0,64,64,0.71,AOSO2,
rand64,1.0,128,64,0.62,AOSO2,
rand64,1.0,256,64,1.07,AOSO2,
rand64,1.0,8,64,1.29,BM,
rand64,1.0,16,64,1.3,BM,
rand64,1.0,32,64,0.36,BM,
rand64,1.0,64,64,1.29,BM,
rand64,1.0,128,64,0.31,BM,
rand64,1.0,256,64,0.25,BM,
rand64,1.0,8,64,0.6,BMH-SBNDM,
rand64,1.0,16,64,0.89,BMH-SBNDM,
rand64,1.0,32,64,0.78,BMH-SBNDM,
rand64,1.0,64,64,0.3,BMH-SBNDM,
rand64,1.0,128,64,0.35,BMH-SBNDM,
rand64,1.0,256,64,0.28,BMH-SBNDM,
rand64,1.0,8,64,0.45,BNDM,
rand64,1.0,16,64,0.35,BNDM,BNDM
rand64,1.0,32,64,0.33,BNDM,
rand64,1.0,64,64,0.33,BNDM,
rand64,1.0,128,64,0.43,BNDM,
rand64,1.0,256,64,0.31,BNDM,
rand64,1.0,8,64,0.35,FAOSO4,
rand64,1.0,16,64,0.8,FAOSO4,
rand64,1.0,32,64,0.35,FAOSO4,
rand64,1.0,64,64,0.36,FAOSO4,
rand64,1.0,128,64,0.38,FAOSO4,
rand64,1.0,256,64,0.34,FAOSO4,
rand64,1.0,8,64,0.58,FS,
rand64,1.0,16,64,0.51,FS,
rand64,1.0,32,64,0.31,FS,
rand64,1.0,64,64,0.29,FS,
rand64,1.0,128,64,0.29,FS,
rand64,1.0,256,64,0.23,FS,
rand64,1.0,8,64,0.27,FSBNDM,FSBNDM
rand64,1.0,16,64,0.45,FSBNDM,
rand64,1.0,32,64,0.21,FSBNDM,FSBNDM
rand64,1.0,64,64,0.22,FSBNDM,FSBNDM
rand64,1.0,128,64,0.22,FSBNDM,
rand64,1.0,256,64,0.19,FSBNDM,FSBNDM
rand64,1.0,8,64,0.73,HOR,
rand64,1.0,16,64,0.44,HOR,
rand64,1.0,32,64,0.32,HOR,
rand64,1.0,64,64,0.3,HOR,
rand64,1.0,128,64,0.28,HOR,
rand64,1.0,256,64,0.24,HOR,
rand64,1.0,8,64,1.97,KR,
rand64,1.0,16,64,1.44,KR,
rand64,1.0,32,64,1.45,KR,
rand64,1.0,64,64,1.56,KR,
rand64,1.0,128,64,1.52,KR,
rand64,1.0,256,64,1.43,KR,
rand64,1.0,8,64,0.93,LBNDM,
rand64,1.0,16,64,0.39,LBNDM,
rand64,1.0,32,64,0.67,LBNDM,
rand64,1.0,64,64,0.77,LBNDM,
rand64,1.0,128,64,0.21,LBNDM,LBNDM
rand64,1.0,256,64,0.19,LBNDM,LBNDM
rand64,1.0,8,64,0.62,RAITA,
rand64,1.0,16,64,0.88,RAITA,
rand64,1.0,32,64,0.31,RAITA,
rand64,1.0,64,64,0.29,RAITA,
